GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000109832	11	125773271	125793158	48	6	584	-1.3258	0.90755	DDX25
ENSG00000064309	11	125825691	125933230	295	29	584	0.76763	0.22135	CDON
ENSG00000165526	11	126071993	126081587	18	5	584	0.24591	0.40288	RPUSD4
ENSG00000197798	11	126081309	126132881	89	13	584	-0.35862	0.64006	FAM118B
ENSG00000182934	11	126132814	126139039	13	3	584	-0.25091	0.59906	SRPR
ENSG00000110074	11	126138950	126148026	9	4	584	-0.26388	0.60406	FOXRED1
ENSG00000150455	11	126152960	126168740	35	7	584	-0.56411	0.71366	TIRAP
ENSG00000255062	11	126164193	126174213	24	6	584	-0.65605	0.7441	RP11-712L6.5
ENSG00000110063	11	126173647	126215644	113	12	584	-0.40777	0.65828	DCPS
ENSG00000110080	11	126225535	126310239	174	24	584	-0.75852	0.77593	ST3GAL4
ENSG00000149571	11	126293254	126873355	1017	101	584	0.30886	0.37872	KIRREL3
ENSG00000134954	11	128328656	128457453	211	32	584	-0.32984	0.62924	ETS1
ENSG00000151702	11	128556430	128683162	298	39	584	0.10513	0.45814	FLI1
ENSG00000151704	11	128706210	128737268	57	7	584	-1.0648	0.85651	KCNJ1
ENSG00000120457	11	128761251	128790930	85	10	584	1.0714	0.142	KCNJ5
ENSG00000174370	11	128769460	128775930	15	4	584	1.417	0.078248	C11orf45
ENSG00000120471	11	128804626	128813040	15	4	584	0.95386	0.17008	TP53AIP1
ENSG00000134909	11	128834955	129149219	576	20	584	0.76669	0.22163	ARHGAP32
ENSG00000043039	11	129245835	129322171	204	33	584	-2.0472	0.97968	BARX2
ENSG00000151715	11	129685714	129729898	126	12	584	1.8802	0.030042	TMEM45B
ENSG00000170322	11	129733531	129765485	54	5	584	1.7915	0.036608	NFRKB
ENSG00000170325	11	129769601	129872730	250	27	584	0.17222	0.43163	PRDM10
ENSG00000267981	11	129936836	129944012	30	4	584	-2.0266	0.97865	AP003041.2
ENSG00000084234	11	129939732	130014699	187	9	584	-2.1529	0.98434	APLP2
ENSG00000149418	11	130029457	130080271	79	13	584	-0.18976	0.57525	ST14
ENSG00000196323	11	130096572	130184581	12	2	584	-0.80808	0.79048	ZBTB44
ENSG00000134917	11	130274820	130298888	41	12	584	1.0605	0.14445	ADAMTS8
ENSG00000166106	11	130318869	130346532	28	4	584	0.29902	0.38246	ADAMTS15
ENSG00000175728	11	130542851	130587247	16	2	584	2.1064	0.017585	C11orf44
ENSG00000120451	11	130745331	130786404	217	10	584	-1.5331	0.93737	SNX19
ENSG00000182667	11	131240373	132206716	2205	177	584	0.44701	0.32743	NTM
ENSG00000183715	11	132284871	133402414	2437	246	584	0.75947	0.22379	OPCML
ENSG00000166118	11	133710526	133715433	17	1	584	0.89276	0.18599	SPATA19
ENSG00000080854	11	133778459	133826880	97	13	584	0.21266	0.4158	IGSF9B
ENSG00000166086	11	133938820	134021896	203	8	584	-1.0087	0.84343	JAM3
ENSG00000151503	11	134020014	134095348	108	9	584	-0.60769	0.7283	NCAPD3
ENSG00000151502	11	134094539	134117686	23	4	584	-0.964	0.83248	VPS26B
ENSG00000151500	11	134118173	134123264	2	1	584	-1.6531	0.95084	THYN1
ENSG00000151498	11	134123389	134135749	19	2	584	-0.73472	0.76874	ACAD8
ENSG00000166105	11	134144139	134189458	106	14	584	-0.96499	0.83272	GLB1L3
ENSG00000149328	11	134201768	134248235	81	17	584	-1.4218	0.92246	GLB1L2
ENSG00000109956	11	134248398	134281812	87	3	584	-1.1769	0.88039	B3GAT1
ENSG00000268936	11	134855246	134856693	4	2	584	-0.2922	0.61493	AP003062.1
ENSG00000120645	12	175931	287626	295	44	584	0.4562	0.32412	IQSEC3
ENSG00000111181	12	299243	323736	68	10	584	-1.3752	0.91546	SLC6A12
ENSG00000010379	12	329789	372039	101	15	584	0.1354	0.44615	SLC6A13
ENSG00000073614	12	389295	498620	226	9	584	-0.46097	0.67759	KDM5A
ENSG00000120647	12	498439	551811	88	17	584	-1.0442	0.8518	CCDC77
ENSG00000139044	12	569530	672675	296	49	584	-0.69501	0.75648	B4GALNT3
ENSG00000171840	12	673462	772945	306	25	584	-0.64113	0.73928	NINJ2
ENSG00000060237	12	861759	1020618	225	15	584	0.20265	0.4197	WNK1
ENSG00000002016	12	1021243	1099219	150	18	584	0.44409	0.32849	RAD52
ENSG00000082805	12	1099675	1605099	1393	40	584	-2.1494	0.9842	ERC1
ENSG00000111186	12	1639057	1756409	236	53	584	-0.65294	0.7431	WNT5B
ENSG00000171823	12	1675159	1703331	24	7	584	-0.091906	0.53661	FBXL14
ENSG00000006831	12	1797740	1897844	246	17	584	0.27611	0.39123	ADIPOR2
ENSG00000151062	12	1901123	2028002	305	38	584	1.3015	0.096537	CACNA2D4
ENSG00000166159	12	1929433	1945918	6	4	584	0.38179	0.35131	LRTM2
ENSG00000151065	12	2055220	2113701	59	6	584	-1.4442	0.92566	DCP1B
ENSG00000151067	12	2079952	2802108	1326	134	584	-2.2327	0.98722	CACNA1C
ENSG00000004478	12	2904119	2914576	11	3	584	-0.20871	0.58266	FKBP4
ENSG00000111203	12	2921788	2968957	92	4	584	-0.18976	0.57525	ITFG2
ENSG00000053702	12	2934514	2944710	24	3	584	-0.52365	0.69974	NRIP2
ENSG00000206044	12	2958397	2966213	14	3	584	-0.15428	0.56131	AC005841.1
ENSG00000111206	12	2966847	2986206	27	5	584	-0.54811	0.70819	FOXM1
ENSG00000171792	12	2985424	2998626	35	2	584	-0.33838	0.63246	RHNO1
ENSG00000078246	12	2986389	3050306	237	5	584	-0.56365	0.7135	TULP3
ENSG00000197905	12	3068496	3149839	172	21	584	1.216	0.112	TEAD4
ENSG00000011105	12	3186521	3395730	579	71	584	0.048626	0.48061	TSPAN9
ENSG00000111218	12	3490515	3703139	303	50	584	-1.7903	0.96329	PRMT8
ENSG00000130038	12	3715799	3873985	389	44	584	0.16257	0.43543	EFCAB4B
ENSG00000111224	12	3900213	3982608	237	19	584	-0.85375	0.80338	PARP11
ENSG00000118971	12	4382938	4414516	37	10	584	1.5561	0.059839	CCND2
ENSG00000078237	12	4430371	4462338	84	10	584	0.76629	0.22175	C12orf5
ENSG00000118972	12	4477393	4488894	37	6	584	-0.91644	0.82028	FGF23
ENSG00000111241	12	4537321	4554780	19	3	584	1.2019	0.1147	FGF6
ENSG00000047621	12	4596894	4647674	3	2	584	0.54052	0.29442	C12orf4
ENSG00000010219	12	4671370	4723325	111	14	584	0.45102	0.32599	DYRK4
ENSG00000272921	12	4714110	4771809	219	18	584	1.3087	0.095326	RP11-500M8.7
ENSG00000111254	12	4724674	4758213	151	14	584	1.0961	0.13652	AKAP3
ENSG00000139180	12	4758261	4798454	78	8	584	1.3939	0.081677	NDUFA9
ENSG00000255639	12	4766800	4853747	201	19	584	0.24809	0.40203	RP11-234B24.6
ENSG00000130035	12	4829507	4960277	347	36	584	-2.3344	0.99021	GALNT8
ENSG00000151079	12	4918342	4960277	189	20	584	-1.9257	0.97293	KCNA6
ENSG00000111262	12	5019071	5040527	47	7	584	0.39239	0.34738	KCNA1
ENSG00000130037	12	5153085	5155949	2	1	584	-1.6934	0.95481	KCNA5
ENSG00000185652	12	5541278	5630702	192	27	584	0.88895	0.18702	NTF3
ENSG00000047617	12	5641035	6055398	908	73	584	1.0009	0.15843	ANO2
ENSG00000110799	12	6058040	6233936	321	45	584	0.062336	0.47515	VWF
ENSG00000010278	12	6308881	6347425	47	5	584	0.19953	0.42093	CD9
ENSG00000008323	12	6419602	6437672	25	2	584	0.48854	0.31258	PLEKHG6
ENSG00000067182	12	6437923	6451280	17	3	584	0.30711	0.37938	TNFRSF1A
ENSG00000111319	12	6456009	6486896	36	7	584	-0.037959	0.51514	SCNN1A
ENSG00000111321	12	6484211	6500733	28	7	584	1.272	0.10169	LTBR
ENSG00000139193	12	6554033	6560884	6	2	584	2.325	0.010036	CD27
ENSG00000139192	12	6560856	6575683	47	5	584	1.7453	0.040469	TAPBPL
ENSG00000139190	12	6571403	6580153	26	4	584	2.2627	0.011829	VAMP1
ENSG00000111639	12	6601150	6603007	13	1	584	1.333	0.091266	MRPL51
ENSG00000010292	12	6602522	6641121	105	9	584	2.0691	0.019268	NCAPD2
ENSG00000111640	12	6643093	6647537	13	2	584	2.1742	0.014845	GAPDH
ENSG00000010295	12	6647541	6665239	38	4	584	2.3699	0.0088963	IFFO1
ENSG00000111641	12	6666029	6677857	4	1	584	3.241	0.00059557	NOP2
ENSG00000111642	12	6679249	6716642	36	4	584	3.3806	0.0003617	CHD4
ENSG00000184574	12	6728001	6745613	17	5	584	2.4848	0.006482	LPAR5
ENSG00000111644	12	6747241	6756626	12	3	584	1.9544	0.025326	ACRBP
ENSG00000111653	12	6759446	6772314	14	2	584	2.1089	0.017478	ING4
ENSG00000126746	12	6775643	6798738	1	1	584	0.33999	0.36693	ZNF384
ENSG00000111652	12	6832907	6841041	24	3	584	1.4646	0.071513	COPS7A
ENSG00000089693	12	6857170	6876641	53	6	584	2.3952	0.0083061	MLF2
ENSG00000159335	12	6874682	6880116	5	1	584	1.8688	0.030827	PTMS
ENSG00000089692	12	6881678	6887621	2	1	584	0.54932	0.29139	LAG3
ENSG00000010610	12	6896024	6929974	79	10	584	0.11338	0.45486	CD4
ENSG00000111664	12	6949118	6956557	5	2	584	0.85712	0.19569	GNB3
ENSG00000111665	12	6953957	6961230	6	2	584	1.1622	0.12259	CDCA3
ENSG00000111667	12	6961292	6975796	9	2	584	0.95778	0.16909	USP5
ENSG00000111669	12	6976283	6980112	8	2	584	0.76221	0.22297	TPI1
ENSG00000111671	12	6980099	6998522	39	2	584	0.69355	0.24398	SPSB2
ENSG00000010626	12	6982733	7023407	108	1	584	0.70173	0.24142	LRRC23
ENSG00000111674	12	7022909	7032861	5	1	584	1.5922	0.055675	ENO2
ENSG00000111676	12	7033626	7051484	12	3	584	1.1016	0.13531	ATN1
ENSG00000111678	12	7052141	7055166	7	2	584	1.0474	0.14745	C12orf57
ENSG00000111679	12	7055631	7070479	10	2	584	0.47587	0.31708	PTPN6
ENSG00000126749	12	7072408	7105520	16	2	584	0.04271	0.48297	EMG1
ENSG00000215021	12	7074490	7079988	2	1	584	0.41188	0.34022	PHB2
ENSG00000111684	12	7085348	7125814	20	1	584	0.32282	0.37341	LPCAT3
ENSG00000182326	12	7096351	7178336	65	5	584	0.71254	0.23807	C1S
ENSG00000159403	12	7187513	7245203	10	4	584	1.7874	0.036937	C1R
ENSG00000139178	12	7242183	7261869	46	8	584	-1.5849	0.94351	C1RL
ENSG00000139194	12	7276280	7281538	10	3	584	-0.53502	0.70368	RBP5
ENSG00000139182	12	7282294	7311541	45	6	584	-0.77397	0.78052	CLSTN3
ENSG00000139197	12	7341281	7371170	99	6	584	-0.67473	0.75008	PEX5
ENSG00000215009	12	7456880	7481320	42	7	584	-0.22837	0.59032	ACSM4
ENSG00000177675	12	7499281	7632493	268	30	584	-0.1466	0.55828	CD163L1
ENSG00000177575	12	7623409	7656489	51	12	584	0.85328	0.19675	CD163
ENSG00000111701	12	7801996	7818499	64	9	584	-1.5148	0.93508	APOBEC1
ENSG00000184344	12	7842378	7848372	5	2	584	-1.1859	0.88217	GDF3
ENSG00000187569	12	7864050	7870155	4	2	584	1.6635	0.04811	DPPA3
ENSG00000198178	12	7882011	7904201	37	5	584	0.89654	0.18498	CLEC4C
ENSG00000111704	12	7940390	7948655	61	5	584	-2.0168	0.97814	NANOG
ENSG00000173262	12	7965108	8043744	140	12	584	-0.52946	0.70176	SLC2A14
ENSG00000059804	12	8071826	8088871	5	1	584	0.79548	0.21317	SLC2A3
ENSG00000065970	12	8185299	8208099	32	6	584	0.70875	0.23924	FOXJ2
ENSG00000171860	12	8210898	8219067	3	1	584	0.9613	0.1682	C3AR1
ENSG00000089818	12	8234807	8250367	9	2	584	1.3001	0.096782	NECAP1
ENSG00000111729	12	8276228	8291203	8	2	584	0.95061	0.1709	CLEC4A
ENSG00000196946	12	8290733	8341133	15	1	584	-0.40788	0.65832	ZNF705A
ENSG00000205846	12	8608522	8630926	1	1	584	-1.0647	0.85649	CLEC6A
ENSG00000166527	12	8662071	8674962	16	2	584	0.70726	0.2397	CLEC4D
ENSG00000166523	12	8685901	8693559	18	3	584	-0.44085	0.67034	CLEC4E
ENSG00000111732	12	8754762	8765467	17	3	584	1.1931	0.11641	AICDA
ENSG00000197614	12	8789942	8815484	21	4	584	-0.78342	0.78331	MFAP5
ENSG00000166532	12	8834196	8935691	94	6	584	-1.433	0.92407	RIMKLB
ENSG00000166535	12	8975068	9039597	26	4	584	0.63167	0.2638	A2ML1
ENSG00000111752	12	9066492	9094063	34	4	584	-0.67478	0.75009	PHC1
ENSG00000003056	12	9092959	9102551	11	2	584	-0.62533	0.73412	M6PR
ENSG00000139187	12	9102640	9163356	119	4	584	-0.98683	0.83814	KLRG1
ENSG00000175899	12	9220260	9268825	113	5	584	-0.32802	0.62855	A2M
ENSG00000126838	12	9301436	9360966	118	14	584	0.54563	0.29266	PZP
ENSG00000111796	12	9747147	9760482	29	3	584	0.50436	0.307	KLRB1
ENSG00000069493	12	9817565	9848413	63	5	584	-0.53864	0.70493	CLEC2D
ENSG00000184293	12	9868456	9885895	61	3	584	-1.2856	0.90071	CLECL1
ENSG00000110848	12	9905082	9913497	18	4	584	-0.90712	0.81783	CD69
ENSG00000150045	12	9980077	9997606	24	1	584	-0.052679	0.52101	KLRF1
ENSG00000110852	12	10005583	10022735	31	4	584	0.062261	0.47518	CLEC2B
ENSG00000256797	12	10034088	10048432	28	5	584	1.0781	0.1405	KLRF2
ENSG00000188393	12	10051272	10084980	67	11	584	0.79455	0.21344	CLEC2A
ENSG00000172322	12	10103915	10148293	232	16	584	1.4454	0.074172	CLEC12A
ENSG00000165682	12	10138241	10166023	123	10	584	0.90755	0.18206	CLEC1B
ENSG00000256660	12	10163226	10171218	15	5	584	-1.1801	0.88102	CLEC12B
ENSG00000197992	12	10183276	10218565	47	6	584	0.12501	0.45026	CLEC9A
ENSG00000150048	12	10222153	10264226	139	4	584	-0.88422	0.81171	CLEC1A
ENSG00000172243	12	10269376	10282857	64	5	584	-1.5018	0.93343	CLEC7A
ENSG00000173391	12	10310902	10324737	37	3	584	-0.0081649	0.50326	OLR1
ENSG00000165685	12	10323141	10344400	36	5	584	1.1567	0.12369	TMEM52B
ENSG00000139112	12	10365057	10375727	18	6	584	-0.23153	0.59155	GABARAPL1
ENSG00000134539	12	10378657	10469850	226	12	584	-0.27434	0.60809	KLRD1
ENSG00000213809	12	10524952	10544473	53	4	584	0.54588	0.29257	KLRK1
ENSG00000255819	12	10524952	10562745	105	8	584	0.4057	0.34248	KLRC4-KLRK1
ENSG00000183542	12	10559983	10562356	8	2	584	0.12032	0.45211	KLRC4
ENSG00000205810	12	10564911	10573194	14	2	584	0.92091	0.17855	KLRC3
ENSG00000255641	12	10564911	10588600	34	6	584	0.61562	0.26907	NKG2-E
ENSG00000205809	12	10579453	10594899	14	3	584	0.27898	0.39013	KLRC2
ENSG00000134545	12	10594863	10607284	53	6	584	0.84624	0.19871	KLRC1
ENSG00000180574	12	10658201	10675734	60	5	584	0.62359	0.26645	EIF2S3L
ENSG00000111196	12	10758612	10766222	12	2	584	1.1713	0.12075	MAGOHB
ENSG00000060140	12	10771538	10826917	123	4	584	1.0731	0.14162	STYK1
ENSG00000060138	12	10851683	10875911	50	6	584	0.85717	0.19568	YBX3
ENSG00000121377	12	10954131	10955226	3	1	584	0.38109	0.35157	TAS2R7
ENSG00000121314	12	10958650	10959892	3	1	584	-0.10727	0.54271	TAS2R8
ENSG00000121381	12	10961693	10962767	2	1	584	-0.36014	0.64063	TAS2R9
ENSG00000111215	12	10977559	11324212	968	13	584	-0.64895	0.74182	PRR4
ENSG00000231887	12	11033610	11036854	8	1	584	0.33925	0.36721	PRH1
ENSG00000212128	12	11060525	11062161	2	1	584	0.47292	0.31814	TAS2R13
ENSG00000212127	12	11090005	11324172	778	10	584	-0.70857	0.7607	TAS2R14
ENSG00000212126	12	11138512	11139511	2	1	584	-0.00013516	0.50005	TAS2R50
ENSG00000255837	12	11149094	11150474	10	1	584	-0.10032	0.53995	TAS2R20
ENSG00000212124	12	11174218	11175219	3	1	584	-0.94733	0.82826	TAS2R19
ENSG00000256436	12	11182986	11184006	4	1	584	-0.6953	0.75657	TAS2R31
ENSG00000268301	12	11187087	11187275	1	1	584	-0.35388	0.63828	AC018630.1
ENSG00000226761	12	11213964	11214893	5	2	584	-0.31623	0.62409	TAS2R46
ENSG00000256188	12	11285557	11287243	6	2	584	-1.1571	0.87639	TAS2R30
ENSG00000186136	12	11338599	11339543	5	2	584	-0.41004	0.65911	TAS2R42
ENSG00000197870	12	11418857	11422739	9	2	584	0.86763	0.1928	PRB3
ENSG00000230657	12	11460017	11463369	7	1	584	0.62337	0.26652	PRB4
ENSG00000251655	12	11504757	11548500	23	5	584	2.7556	0.0029296	PRB1
ENSG00000121335	12	11544476	11653975	356	24	584	0.20575	0.41849	PRB2
ENSG00000139083	12	11802788	12048336	387	57	584	-0.12566	0.55	ETV6
ENSG00000121380	12	12202778	12364018	288	37	584	-1.8874	0.97045	BCL2L14
ENSG00000070018	12	12268959	12419946	215	13	584	-0.46783	0.68005	LRP6
ENSG00000111261	12	12482198	12503475	90	9	584	-1.0415	0.85118	MANSC1
ENSG00000205791	12	12508342	12510001	4	2	584	-1.0634	0.85621	LOH12CR2
ENSG00000165714	12	12510013	12619840	272	21	584	0.49005	0.31205	LOH12CR1
ENSG00000111266	12	12628829	12715317	200	18	584	0.23476	0.4072	DUSP16
ENSG00000111269	12	12764761	12798042	50	4	584	-2.8632	0.9979	CREBL2
ENSG00000183150	12	12813825	12849141	52	7	584	0.76904	0.22094	GPR19
ENSG00000111276	12	12867992	12875305	9	3	584	1.4818	0.069201	CDKN1B
ENSG00000178878	12	12878851	12982909	146	31	584	1.6124	0.053438	APOLD1
ENSG00000213782	12	12966250	12982915	35	6	584	0.19094	0.42429	DDX47
ENSG00000013588	12	13043716	13070871	39	6	584	-2.4633	0.99312	GPRC5A
ENSG00000111291	12	13093709	13105081	19	5	584	-0.83867	0.79917	GPRC5D
ENSG00000013583	12	13127798	13153207	43	7	584	-0.51412	0.69641	HEBP1
ENSG00000084444	12	13197218	13295455	154	14	584	1.1436	0.12639	KIAA1467
ENSG00000111305	12	13236494	13256619	11	4	584	-0.049782	0.51985	GSG1
ENSG00000134531	12	13349650	13369708	28	6	584	0.40444	0.34294	EMP1
ENSG00000180861	12	13524023	13540101	77	5	584	-0.84364	0.80057	C12orf36
ENSG00000273079	12	13693165	14133053	830	73	584	-0.45616	0.67586	GRIN2B
ENSG00000171681	12	14518610	14651697	187	8	584	-0.7846	0.78366	ATF7IP
ENSG00000121316	12	14656595	14721283	87	9	584	-1.1819	0.88138	PLBD1
ENSG00000070019	12	14765576	14849519	59	8	584	-3.1575	0.9992	GUCY2C
ENSG00000197837	12	14920933	14924065	10	3	584	-1.04	0.85083	HIST4H4
ENSG00000246705	12	14927270	14930936	10	4	584	-1.4266	0.92316	H2AFJ
ENSG00000084463	12	14939410	14956474	27	6	584	-0.44721	0.67264	WBP11
ENSG00000182993	12	14956506	15059520	339	14	584	2.3274	0.0099727	C12orf60
ENSG00000179256	12	14957584	14967116	18	4	584	0.41546	0.3389	SMCO3
ENSG00000111339	12	14978503	14996429	39	4	584	0.50972	0.30512	ART4
ENSG00000111341	12	15034115	15038860	23	2	584	2.8647	0.0020872	MGP
ENSG00000139055	12	15066969	15092016	50	2	584	1.0199	0.15388	ERP27
ENSG00000111348	12	15094951	15114662	37	5	584	0.074498	0.47031	ARHGDIB
ENSG00000139053	12	15125956	15134799	30	6	584	-0.74461	0.77175	PDE6H
ENSG00000134533	12	15260717	15501609	424	28	584	0.90779	0.18199	RERG
ENSG00000151490	12	15475331	15750333	550	43	584	0.29253	0.38494	PTPRO
ENSG00000151491	12	15773092	16035263	54	11	584	1.8212	0.034292	EPS8
ENSG00000023734	12	16035325	16056412	1	1	584	1.6844	0.046047	STRAP
ENSG00000023697	12	16064106	16190220	107	9	584	-0.9477	0.82836	DERA
ENSG00000188991	12	16341419	16430619	225	5	584	0.62571	0.26575	SLC15A5
ENSG00000008394	12	16500076	16762193	381	36	584	-0.7755	0.78098	MGST1
ENSG00000048540	12	16701307	16763528	18	3	584	-1.4475	0.92612	LMO3
ENSG00000111404	12	18233803	18473041	571	32	584	1.8395	0.03292	RERGL
ENSG00000139144	12	18400548	18801348	767	35	584	-0.081305	0.5324	PIK3C2G
ENSG00000139151	12	18836103	18890991	102	8	584	-1.2198	0.88874	PLCZ1
ENSG00000177938	12	18891045	18892121	1	1	584	0.32224	0.37363	CAPZA3
ENSG00000052126	12	19282648	19529334	603	31	584	-1.5397	0.93818	PLEKHA5
ENSG00000139154	12	19556979	19873735	1364	68	584	-1.0452	0.85204	AEBP2
ENSG00000172572	12	20522179	20837315	678	54	584	-0.20195	0.58002	PDE3A
ENSG00000139155	12	20848289	20906320	164	11	584	1.2822	0.09989	SLCO1C1
ENSG00000111700	12	20963636	21243040	1127	24	584	0.27947	0.38994	SLCO1B3
ENSG00000257046	12	20968608	21243179	1105	22	584	0.29748	0.38305	LST3
ENSG00000205754	12	20968673	21245679	1111	24	584	0.30917	0.3786	SLCO1B7
ENSG00000257062	12	21200113	21329829	340	21	584	1.21	0.11315	RP11-125O5.2
ENSG00000134538	12	21284136	21392180	290	19	584	0.34881	0.36362	SLCO1B1
ENSG00000084453	12	21417534	21572528	311	27	584	1.1005	0.13555	SLCO1A2
ENSG00000121351	12	21507893	21532912	74	6	584	-0.17515	0.56952	IAPP
ENSG00000121350	12	21590549	21623300	198	4	584	-1.2866	0.90089	PYROXD1
ENSG00000004700	12	21621845	21654603	71	11	584	-1.2375	0.89204	RECQL
ENSG00000111711	12	21654715	21671342	50	6	584	-0.44045	0.67019	GOLT1B
ENSG00000134548	12	21679241	21690311	20	3	584	1.705	0.044093	C12orf39
ENSG00000111713	12	21689123	21757781	160	5	584	1.6953	0.045005	GYS2
ENSG00000111716	12	21788276	21910791	128	2	584	0.38572	0.34985	LDHB
ENSG00000121361	12	21917889	21928515	1	1	584	-0.96748	0.83335	KCNJ8
ENSG00000069431	12	21950335	22094336	216	17	584	-0.62369	0.73358	ABCC9
ENSG00000111726	12	22199108	22218608	34	4	584	-0.24358	0.59622	CMAS
ENSG00000111728	12	22216707	22589975	848	55	584	-1.6114	0.94646	ST8SIA1
ENSG00000111731	12	22601517	22697480	134	2	584	0.66259	0.2538	C2CD5
ENSG00000139163	12	22778009	22843599	21	4	584	-1.3952	0.91853	ETNK1
ENSG00000134532	12	23682440	24103966	596	76	584	2.0379	0.020779	SOX5
ENSG00000060982	12	24964295	25102393	338	35	584	0.63336	0.26325	BCAT1
ENSG00000268865	12	25055243	25057615	4	1	584	1.3412	0.089931	AC026310.1
ENSG00000226397	12	25146358	25150453	8	4	584	-1.6598	0.95152	C12orf77
ENSG00000118308	12	25173936	25261268	227	32	584	0.747	0.22753	LRMP
ENSG00000118307	12	25261354	25348096	92	7	584	-0.42542	0.66473	CASC1
ENSG00000205707	12	25348150	25362579	27	2	584	0.49066	0.31183	LYRM5
ENSG00000133703	12	25357723	25403870	70	5	584	0.60205	0.27357	KRAS
ENSG00000268076	12	25381515	25390840	10	4	584	0.082817	0.467	AC087239.1
ENSG00000152936	12	25562241	25801513	873	65	584	-0.54457	0.70698	IFLTD1
ENSG00000123094	12	26111962	26232825	335	24	584	1.1096	0.13359	RASSF8
ENSG00000123095	12	26272959	26278060	1	1	584	0.03264	0.48698	BHLHE41
ENSG00000123096	12	26274924	26452223	401	43	584	-0.43991	0.67	SSPN
ENSG00000123104	12	26490342	26986131	1189	78	584	0.42999	0.3336	ITPR2
ENSG00000064102	12	27058114	27091259	42	6	584	-0.61626	0.73114	ASUN
ENSG00000111790	12	27091316	27119583	52	8	584	0.89198	0.1862	FGFR1OP2
ENSG00000064115	12	27126128	27167367	81	11	584	0.65235	0.25709	TM7SF3
ENSG00000152944	12	27175479	27219276	90	8	584	0.62065	0.26741	MED21
ENSG00000214700	12	27233991	27235447	8	3	584	0.54347	0.2934	C12orf71
ENSG00000211455	12	27396901	27478892	180	18	584	1.3822	0.083453	STK38L
ENSG00000029153	12	27485787	27576241	180	22	584	0.92497	0.17749	ARNTL2
ENSG00000165935	12	27619743	27655118	176	10	584	-0.56852	0.71516	SMCO2
ENSG00000110841	12	27676364	27848497	425	41	584	1.2702	0.10201	PPFIBP1
ENSG00000174236	12	27849428	27850566	2	1	584	-1.0196	0.84603	REP15
ENSG00000061794	12	27863706	27909228	77	6	584	-0.5622	0.71301	MRPS35
ENSG00000205693	12	27915671	27924209	36	3	584	-0.18274	0.5725	MANSC4
ENSG00000087448	12	27932953	27955973	31	5	584	-1.2211	0.88897	KLHL42
ENSG00000087494	12	28111017	28125638	41	7	584	-0.33381	0.63074	PTHLH
ENSG00000123106	12	28286182	28732883	892	10	584	0.58614	0.27889	CCDC91
ENSG00000064763	12	29302036	29493913	623	29	584	-0.33952	0.63289	FAR2
ENSG00000087502	12	29490285	29534122	87	10	584	0.14315	0.44309	ERGIC2
ENSG00000257599	12	29542227	29640421	316	19	584	0.47114	0.31877	OVCH1-AS1
ENSG00000187950	12	29565407	29650619	224	16	584	0.017447	0.49304	OVCH1
ENSG00000133687	12	29653773	29937692	882	70	584	0.4299	0.33363	TMTC1
ENSG00000133704	12	30781922	30848920	178	8	584	1.1785	0.1193	IPO8
ENSG00000110888	12	30862486	30907885	101	8	584	1.306	0.095775	CAPRIN2
ENSG00000110900	12	31079362	31149534	256	41	584	1.0491	0.14707	TSPAN11
ENSG00000013573	12	31226779	31257725	36	8	584	1.3943	0.081613	DDX11
ENSG00000139146	12	31433518	31479992	100	4	584	3.166	0.00077263	FAM60A
ENSG00000177340	12	31477250	31478879	1	1	584	2.9389	0.0016471	AC024940.1
ENSG00000170456	12	31535157	31744031	353	22	584	-0.69905	0.75774	DENND5B
ENSG00000139160	12	31800094	31826048	56	13	584	-1.0989	0.86409	METTL20
ENSG00000151743	12	31824071	31882108	114	17	584	-1.0354	0.84975	AMN1
ENSG00000188375	12	31944123	31945175	5	3	584	1.657	0.048756	H3F3C
ENSG00000174718	12	32112304	32146039	127	16	584	-1.3181	0.90626	KIAA1551
ENSG00000151746	12	32259769	32536567	1041	59	584	-0.88425	0.81172	BICD1
ENSG00000139132	12	32552463	32798984	737	43	584	-0.097762	0.53894	FGD4
ENSG00000087470	12	32832134	32898486	260	3	584	0.76372	0.22252	DNM1L
ENSG00000139131	12	32880424	32908836	65	2	584	0.87658	0.19036	YARS2
ENSG00000057294	12	32943679	33049774	256	19	584	-0.42913	0.66609	PKP2
ENSG00000110975	12	33527173	33592754	131	9	584	-1.0551	0.8543	SYT10
ENSG00000139133	12	34175216	34182629	18	2	584	-0.88406	0.81167	ALG10
ENSG00000175548	12	38710380	38717784	10	3	584	-0.47617	0.68302	ALG10B
ENSG00000139117	12	39040624	39301232	577	22	584	0.058478	0.47668	CPNE8
ENSG00000139116	12	39687030	39837192	159	9	584	0.3508	0.36287	KIF21A
ENSG00000173208	12	39943835	40013553	107	10	584	1.26	0.10384	ABCD2
ENSG00000180116	12	40019969	40302102	438	25	584	-0.39288	0.6528	C12orf40
ENSG00000151229	12	40148823	40499891	732	57	584	-0.82292	0.79472	SLC2A13
ENSG00000188906	12	40590546	40763087	523	31	584	-1.248	0.89399	LRRK2
ENSG00000205592	12	40787197	40964632	883	33	584	-1.0409	0.85104	MUC19
ENSG00000018236	12	41086244	41466220	946	41	584	-0.021341	0.50851	CNTN1
ENSG00000165966	12	41582250	41968392	1289	45	584	1.1929	0.11646	PDZRN4
