GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000135423	12	56864736	56882198	27	7	46350	-1.344	0.91052	GLS2
ENSG00000076067	12	56915713	56984745	209	20	46350	-0.54326	0.70652	RBMS2
ENSG00000076108	12	56989380	57030600	59	13	46350	0.1783	0.42924	BAZ2A
ENSG00000110955	12	57031959	57039798	15	4	46350	1.0157	0.15488	ATP5B
ENSG00000110958	12	57057127	57082159	75	13	46350	0.44084	0.32966	PTGES3
ENSG00000196531	12	57106212	57125412	35	6	46350	0.18812	0.42539	NACA
ENSG00000198056	12	57125380	57146157	39	6	46350	-0.26433	0.60424	PRIM1
ENSG00000025423	12	57145945	57181574	71	12	46350	0.45273	0.32537	HSD17B6
ENSG00000170426	12	57316938	57328189	36	6	46350	-1.2191	0.8886	SDR9C7
ENSG00000139547	12	57345219	57353158	17	5	46350	1.7286	0.041943	RDH16
ENSG00000166856	12	57388230	57390468	2	1	46350	2.1047	0.017657	GPR182
ENSG00000268162	12	57390745	57391335	3	1	46350	2.0309	0.021134	HBCBP
ENSG00000166860	12	57392618	57400230	14	5	46350	2.7912	0.0026257	ZBTB39
ENSG00000166863	12	57403784	57422667	33	6	46350	2.3482	0.0094316	TAC3
ENSG00000166866	12	57422301	57444982	55	7	46350	2.5002	0.0062066	MYO1A
ENSG00000166881	12	57449426	57481846	71	11	46350	2.4197	0.0077671	TMEM194A
ENSG00000166886	12	57482677	57489259	16	8	46350	0.55719	0.2887	NAB2
ENSG00000166888	12	57489191	57525922	81	13	46350	-0.47116	0.68124	STAT6
ENSG00000123384	12	57522276	57607134	124	20	46350	1.621	0.052507	LRP1
ENSG00000182379	12	57610578	57620232	19	5	46350	1.4197	0.077844	NXPH4
ENSG00000182199	12	57623110	57628718	9	5	46350	-0.54548	0.70729	SHMT2
ENSG00000185633	12	57628686	57634498	1	1	46350	0.2505	0.4011	NDUFA4L2
ENSG00000185482	12	57637236	57644976	11	4	46350	1.2662	0.10272	STAC3
ENSG00000258830	12	57643392	57690267	69	13	46350	1.7648	0.038797	RP11-123K3.4
ENSG00000179912	12	57643392	57824788	283	13	46350	1.6739	0.047078	R3HDM2
ENSG00000268367	12	57810198	57810536	1	1	46350	1.0481	0.1473	AC126614.1
ENSG00000175189	12	57828543	57844611	32	6	46350	1.0964	0.13645	INHBC
ENSG00000139269	12	57846106	57853063	12	4	46350	2.4246	0.0076627	INHBE
ENSG00000111087	12	57853918	57866045	33	6	46350	2.3121	0.010387	GLI1
ENSG00000123329	12	57866038	57882597	42	9	46350	1.223	0.11066	ARHGAP9
ENSG00000166986	12	57869228	57911352	80	8	46350	0.45323	0.32519	MARS
ENSG00000175197	12	57910371	57914300	5	1	46350	-1.0307	0.84866	DDIT3
ENSG00000166987	12	57914493	57923931	12	2	46350	-0.05244	0.52091	MBD6
ENSG00000175203	12	57923885	57941114	28	4	46350	-0.59118	0.7228	DCTN2
ENSG00000155980	12	57943781	57980415	62	15	46350	1.467	0.071191	KIF5A
ENSG00000166908	12	57984957	57997198	16	6	46350	-0.25507	0.60067	PIP4K2C
ENSG00000178498	12	57998405	58003587	7	4	46350	0.62074	0.26738	DTX3
ENSG00000240771	12	58003963	58013162	20	7	46350	2.0201	0.021687	ARHGEF25
ENSG00000135502	12	58013310	58019934	5	2	46350	0.87237	0.1915	SLC26A10
ENSG00000135454	12	58017193	58027138	24	5	46350	1.6194	0.052677	B4GALNT1
ENSG00000135506	12	58087738	58115340	60	9	46350	1.5944	0.055427	OS9
ENSG00000135439	12	58118980	58135940	23	6	46350	2.1369	0.016305	AGAP2
ENSG00000255737	12	58120054	58122139	1	1	46350	1.0347	0.1504	AGAP2-AS1
ENSG00000135452	12	58131796	58143994	15	8	46350	2.8472	0.0022055	TSPAN31
ENSG00000135446	12	58141510	58149796	10	4	46350	1.3184	0.093686	CDK4
ENSG00000139266	12	58148881	58154190	2	1	46350	-0.8762	0.80954	MARCH9
ENSG00000111012	12	58156117	58162769	6	2	46350	1.7922	0.03655	CYP27B1
ENSG00000037897	12	58162254	58166576	8	3	46350	1.8371	0.033098	METTL1
ENSG00000123427	12	58165275	58176324	21	2	46350	1.429	0.076502	METTL21B
ENSG00000257921	12	58166811	58180829	28	2	46350	1.5785	0.057223	RP11-571M6.15
ENSG00000123297	12	58176372	58201854	33	4	46350	1.9556	0.025253	TSFM
ENSG00000135407	12	58191159	58212487	24	7	46350	2.0545	0.019963	AVIL
ENSG00000175215	12	58213710	58240522	35	6	46350	3.1894	0.00071286	CTDSP2
ENSG00000166896	12	58335324	58351052	57	6	46350	0.96123	0.16822	XRCC6BP1
ENSG00000258231	12	58937907	59206842	758	59	46350	-0.64878	0.74176	RP11-362K2.2
ENSG00000139263	12	59265931	59314303	127	14	46350	-0.17856	0.57086	LRIG3
ENSG00000257230	12	59917059	59917965	2	1	46350	-0.98879	0.83862	RP11-272B17.2
ENSG00000118596	12	59989848	60176395	552	21	46350	-0.31664	0.62424	SLC16A7
ENSG00000198673	12	62102040	62672931	1946	100	46350	-2.0324	0.97894	FAM19A2
ENSG00000135655	12	62654119	62811211	440	24	46350	-0.77499	0.78083	USP15
ENSG00000061987	12	62860597	62991363	385	25	46350	-0.94986	0.82891	MON2
ENSG00000221949	12	62995531	62997214	8	3	46350	-0.39492	0.65355	C12orf61
ENSG00000111110	12	63037762	63328817	999	113	46350	0.57719	0.28191	PPM1H
ENSG00000166148	12	63539014	63544722	18	6	46350	-0.13527	0.5538	AVPR1A
ENSG00000177990	12	63952693	64062719	589	26	46350	-2.691	0.99644	DPY19L2
ENSG00000118600	12	64173583	64203338	55	11	46350	-1.7055	0.95595	TMEM5
ENSG00000196935	12	64238073	64541613	717	79	46350	-1.2714	0.8982	SRGAP1
ENSG00000174206	12	64580096	64616076	67	10	46350	-0.88597	0.81218	C12orf66
ENSG00000185306	12	64660217	64784972	419	28	46350	0.6451	0.25943	C12orf56
ENSG00000184575	12	64798130	64844907	80	13	46350	0.58088	0.28066	XPOT
ENSG00000183735	12	64845660	64895888	116	16	46350	-0.55884	0.71186	TBK1
ENSG00000153179	12	65004293	65091347	298	18	46350	-0.50137	0.69195	RASSF3
ENSG00000135677	12	65107225	65153227	78	6	46350	-0.91275	0.81931	GNS
ENSG00000111490	12	65174589	65274812	141	20	46350	-1.0187	0.84583	TBC1D30
ENSG00000156076	12	65444406	65515346	133	15	46350	1.8553	0.031779	WIF1
ENSG00000174106	12	65563351	65642107	96	12	46350	0.44793	0.3271	LEMD3
ENSG00000174099	12	65672423	65882024	332	21	46350	2.527	0.005752	MSRB3
ENSG00000149948	12	66217911	66360075	262	31	46350	0.49156	0.31152	HMGA2
ENSG00000197301	12	66245120	66275947	62	11	46350	0.22402	0.41137	RP11-366L20.2
ENSG00000267942	12	66291518	66317967	44	11	46350	0.88041	0.18932	AC090673.2
ENSG00000139233	12	66516842	66524548	19	3	46350	1.2033	0.11442	LLPH
ENSG00000228144	12	66517697	66563765	115	9	46350	1.2771	0.10079	TMBIM4
ENSG00000155957	12	66517709	66563852	115	9	46350	1.2771	0.10079	TMBIM4
ENSG00000090376	12	66582659	66648402	115	16	46350	1.3127	0.094648	IRAK3
ENSG00000127311	12	66696325	66737423	115	11	46350	2.0546	0.019959	HELB
ENSG00000155974	12	66741211	67197966	1712	109	46350	-1.2549	0.89524	GRIP1
ENSG00000111530	12	67663061	67713731	175	15	46350	-1.6995	0.95539	CAND1
ENSG00000127334	12	68042118	68059186	32	6	46350	2.5348	0.0056252	DYRK2
ENSG00000111537	12	68548548	68553527	10	4	46350	0.23776	0.40603	IFNG
ENSG00000111536	12	68595131	68619601	78	14	46350	-1.3839	0.9168	IL26
ENSG00000127318	12	68642022	68647387	16	6	46350	-0.75685	0.77543	IL22
ENSG00000111554	12	68666223	68726161	114	18	46350	0.060996	0.47568	MDM1
ENSG00000127314	12	69004619	69054372	92	20	46350	0.21712	0.41406	RAP1B
ENSG00000111581	12	69080514	69136785	139	18	46350	1.2588	0.10406	NUP107
ENSG00000175782	12	69139886	69187508	112	23	46350	1.3221	0.093066	SLC35E3
ENSG00000251695	12	69186125	69187743	3	2	46350	0.60007	0.27423	AC124890.1
ENSG00000135679	12	69201956	69239214	100	13	46350	0.23138	0.40851	MDM2
ENSG00000135678	12	69235977	69365350	431	55	46350	1.7786	0.03765	CPM
ENSG00000111605	12	69633317	69668138	82	12	46350	1.7213	0.042596	CPSF6
ENSG00000090382	12	69742121	69748014	22	6	46350	1.5603	0.059348	LYZ
ENSG00000127337	12	69753483	69784576	157	13	46350	1.4909	0.067991	YEATS4
ENSG00000166225	12	69864129	69973562	325	19	46350	0.37245	0.35478	FRS2
ENSG00000166226	12	69979114	69995350	69	10	46350	0.45274	0.32537	CCT2
ENSG00000198812	12	70002351	70004942	5	3	46350	-0.61109	0.72943	LRRC10
ENSG00000127325	12	70037140	70093256	290	17	46350	1.227	0.10991	BEST3
ENSG00000127328	12	70132461	70216984	277	19	46350	0.98185	0.16309	RAB3IP
ENSG00000258052	12	70195449	70249143	200	23	46350	0.28496	0.38784	AC025263.3
ENSG00000166268	12	70219084	70352877	614	44	46350	0.42832	0.33421	MYRFL
ENSG00000111596	12	70636774	70748773	338	18	46350	-0.17332	0.5688	CNOT2
ENSG00000135643	12	70760056	70828072	273	25	46350	0.94131	0.17327	KCNMB4
ENSG00000127329	12	70910630	71031220	523	57	46350	1.678	0.046674	PTPRB
ENSG00000153233	12	71031853	71314623	1010	84	46350	0.32295	0.37337	PTPRR
ENSG00000258053	12	71441182	71512027	219	15	46350	-0.34343	0.63436	CTD-2021H9.3
ENSG00000127324	12	71518865	71835678	1112	58	46350	1.2204	0.11116	TSPAN8
ENSG00000139292	12	71833550	71980090	639	29	46350	0.92546	0.17736	LGR5
ENSG00000133858	12	72003252	72061505	118	11	46350	0.70449	0.24056	ZFC3H1
ENSG00000173451	12	72056789	72074419	31	6	46350	-0.12665	0.55039	THAP2
ENSG00000258064	12	72067984	72092748	43	8	46350	-1.1342	0.87164	RP11-293I14.2
ENSG00000139291	12	72079867	72097836	35	7	46350	-1.1717	0.87934	TMEM19
ENSG00000080371	12	72148654	72184699	61	8	46350	1.2641	0.10309	RAB21
ENSG00000121749	12	72233487	72320629	221	17	46350	0.36287	0.35835	TBC1D15
ENSG00000139287	12	72332626	72580398	697	35	46350	-0.66421	0.74672	TPH2
ENSG00000072657	12	72481046	73059422	1480	66	46350	-0.155	0.56159	TRHDE
ENSG00000253719	12	74931551	74935223	13	4	46350	-0.96959	0.83388	ATXN7L3B
ENSG00000166006	12	75433857	75603648	515	34	46350	0.48378	0.31427	KCNC2
ENSG00000180881	12	75669759	75784708	221	22	46350	0.06941	0.47233	CAPS2
ENSG00000173401	12	75728419	75764340	75	8	46350	-0.11837	0.54711	GLIPR1L1
ENSG00000180481	12	75784850	75826468	164	8	46350	1.125	0.13029	GLIPR1L2
ENSG00000139278	12	75874460	75897633	73	8	46350	0.65161	0.25733	GLIPR1
ENSG00000111615	12	75890684	75905416	48	8	46350	0.30451	0.38037	KRR1
ENSG00000139289	12	76419227	76427712	17	6	46350	-0.52108	0.69884	PHLDA1
ENSG00000187109	12	76438670	76478813	70	8	46350	0.64884	0.25822	NAP1L1
ENSG00000179941	12	76738254	76742222	4	2	46350	0.3484	0.36377	BBS10
ENSG00000091039	12	76745577	76953589	431	17	46350	0.32072	0.37421	OSBPL8
ENSG00000186908	12	77157368	77247476	371	17	46350	0.62912	0.26464	ZDHHC17
ENSG00000175183	12	77252495	77272840	95	16	46350	0.66952	0.25158	CSRP2
ENSG00000165891	12	77415027	77459360	139	32	46350	0.90911	0.18165	E2F7
ENSG00000268519	12	77949297	77950568	5	1	46350	-0.33001	0.6293	AC073528.1
ENSG00000067798	12	78224685	78606790	1462	80	46350	1.0505	0.14675	NAV3
ENSG00000067715	12	79257773	79845788	1492	64	46350	0.89965	0.18415	SYT1
ENSG00000177425	12	79968759	80084877	128	10	46350	0.80828	0.20947	PAWR
ENSG00000058272	12	80167343	80329240	200	7	46350	2.7561	0.0029246	PPP1R12A
ENSG00000269531	12	80198742	80202321	5	2	46350	1.8508	0.032096	AC073569.1
ENSG00000165899	12	80603233	80772870	422	31	46350	1.3965	0.081286	OTOGL
ENSG00000139304	12	80799774	81072802	887	49	46350	0.73974	0.22973	PTPRQ
ENSG00000111046	12	81101277	81103253	5	2	46350	2.2502	0.012217	MYF6
ENSG00000111049	12	81110691	81113452	4	2	46350	0.66612	0.25267	MYF5
ENSG00000111052	12	81186299	81331704	476	29	46350	-0.71353	0.76224	LIN7A
ENSG00000111058	12	81331594	81650533	1240	38	46350	-0.35233	0.6377	ACSS3
ENSG00000139220	12	81652045	82153332	1371	60	46350	-1.3445	0.9106	PPFIA2
ENSG00000133773	12	82617460	82752584	370	24	46350	1.2613	0.10361	CCDC59
ENSG00000127720	12	82752276	82873015	316	11	46350	0.7738	0.21953	METTL25
ENSG00000179104	12	83080659	83528649	1403	85	46350	-1.2486	0.89409	TMTC2
ENSG00000072041	12	85253492	85307394	90	14	46350	1.0617	0.14419	SLC6A15
ENSG00000231738	12	85408094	85430055	30	6	46350	-0.20147	0.57983	TSPAN19
ENSG00000133640	12	85430092	85657002	375	18	46350	-0.72894	0.76698	LRRIQ1
ENSG00000180318	12	85673885	85695562	45	8	46350	-0.44796	0.67291	ALX1
ENSG00000198774	12	86198331	86230348	134	16	46350	0.76275	0.22281	RASSF9
ENSG00000133636	12	86268073	86276770	34	5	46350	0.54129	0.29415	NTS
ENSG00000182050	12	86372516	87232681	2783	46	46350	0.20871	0.41734	MGAT4C
ENSG00000165805	12	88373816	88427814	116	8	46350	-0.62727	0.73476	C12orf50
ENSG00000133641	12	88427623	88443937	17	4	46350	-0.41412	0.66061	C12orf29
ENSG00000198707	12	88442793	88535993	159	13	46350	-0.11835	0.5471	CEP290
ENSG00000139324	12	88536073	88593664	103	6	46350	-0.85397	0.80344	TMTC3
ENSG00000049130	12	88886570	88974628	187	9	46350	-0.65929	0.74514	KITLG
ENSG00000139318	12	89741009	89747048	29	6	46350	2.4244	0.0076672	DUSP6
ENSG00000139323	12	89813495	89919801	324	18	46350	1.1167	0.13206	POC1B
ENSG00000257594	12	89913185	89920039	19	4	46350	0.49724	0.30951	GALNT4
ENSG00000259075	12	89913185	89920039	19	4	46350	0.49724	0.30951	POC1B-GALNT4
ENSG00000070961	12	89981828	90103077	236	25	46350	-1.5099	0.93447	ATP2B1
ENSG00000197651	12	91299399	91348953	105	19	46350	0.58485	0.27932	CCER1
ENSG00000083782	12	91357456	91398803	136	13	46350	0.93284	0.17545	EPYC
ENSG00000139330	12	91444268	91451760	49	11	46350	0.7651	0.22211	KERA
ENSG00000139329	12	91496406	91505608	43	6	46350	0.71801	0.23638	LUM
ENSG00000011465	12	91539025	91576900	58	9	46350	-0.48762	0.68709	DCN
ENSG00000257242	12	92378756	92536690	490	64	46350	1.2437	0.1068	C12orf79
ENSG00000133639	12	92536286	92539673	10	5	46350	2.0406	0.020645	BTG1
ENSG00000205057	12	92813870	92821924	23	4	46350	-0.63924	0.73867	CLLU1OS
ENSG00000257127	12	92815307	92824778	35	5	46350	-0.85706	0.80429	CLLU1
ENSG00000214215	12	93096619	93102325	10	5	46350	0.61664	0.26874	C12orf74
ENSG00000187510	12	93115281	93166231	126	16	46350	-0.35809	0.63986	PLEKHG7
ENSG00000102189	12	93164413	93323107	386	17	46350	-0.3434	0.63435	EEA1
ENSG00000173598	12	93771659	93797024	90	14	46350	-1.0101	0.84378	NUDT4
ENSG00000177889	12	93799449	93836038	62	15	46350	-1.4086	0.92053	UBE2N
ENSG00000198015	12	93861264	93897545	148	13	46350	-1.2158	0.88797	MRPL42
ENSG00000120833	12	93963590	93977263	35	7	46350	0.65122	0.25745	SOCS2
ENSG00000169372	12	94071151	94288616	606	54	46350	-0.71777	0.76355	CRADD
ENSG00000136040	12	94542499	94701451	653	66	46350	0.27669	0.39101	PLXNC1
ENSG00000258365	12	94671534	94676620	25	6	46350	1.1963	0.1158	RP11-1105G2.3
ENSG00000173588	12	94700225	94853764	347	27	46350	2.1152	0.017206	CCDC41
ENSG00000057704	12	94960900	95044338	358	40	46350	1.838	0.033034	TMCC3
ENSG00000184752	12	95290831	95397546	668	42	46350	-0.13461	0.55354	NDUFA12
ENSG00000120798	12	95414005	95467479	160	24	46350	-0.065618	0.52616	NR2C1
ENSG00000180263	12	95470525	95611258	552	28	46350	-0.064983	0.52591	FGD6
ENSG00000028203	12	95611522	95696566	333	23	46350	0.031758	0.48733	VEZT
ENSG00000258247	12	95770984	95774672	38	6	46350	-0.84728	0.80158	RP11-167N24.6
ENSG00000111142	12	95867296	95909615	178	20	46350	1.0526	0.14626	METAP2
ENSG00000136014	12	95910336	95945266	127	28	46350	0.81026	0.2089	USP44
ENSG00000074527	12	96051583	96184930	635	52	46350	1.5646	0.058843	NTN4
ENSG00000258292	12	96196875	96217085	68	11	46350	2.2456	0.012365	RP11-536G4.1
ENSG00000139343	12	96252706	96297606	189	25	46350	1.7527	0.039822	SNRPF
ENSG00000165972	12	96260826	96336752	343	32	46350	1.6077	0.053949	CCDC38
ENSG00000139344	12	96337071	96362370	125	11	46350	0.45547	0.32439	AMDHD1
ENSG00000084110	12	96366440	96390143	125	18	46350	-0.15431	0.56132	HAL
ENSG00000111144	12	96394606	96437298	134	15	46350	-0.52968	0.70183	LTA4H
ENSG00000111145	12	96588160	96663613	212	40	46350	-0.25135	0.59923	ELK3
ENSG00000059758	12	96672039	96794338	348	25	46350	-0.31851	0.62495	CDK17
ENSG00000188596	12	96883349	97269333	1336	36	46350	-1.9039	0.97154	C12orf55
ENSG00000139350	12	97301001	97347129	108	9	46350	0.55741	0.28862	NEDD1
ENSG00000245017	12	98879322	98897633	78	14	46350	0.40686	0.34205	RP11-181C3.1
ENSG00000120802	12	98909290	98944157	110	17	46350	-0.3895	0.65155	TMPO
ENSG00000075415	12	98987369	98995946	20	8	46350	-1.7641	0.96114	SLC25A3
ENSG00000166130	12	99007183	99038891	105	19	46350	0.036624	0.48539	IKBIP
ENSG00000120868	12	99038919	99129204	219	22	46350	-0.48677	0.68679	APAF1
ENSG00000185046	12	99120235	100378432	3523	171	46350	-0.82784	0.79612	ANKS1B
ENSG00000180219	12	100041531	100043824	9	3	46350	-0.15187	0.56035	FAM71C
ENSG00000111647	12	100422233	100536626	310	20	46350	-0.3415	0.63363	UHRF1BP1L
ENSG00000075089	12	100592900	100635643	110	18	46350	0.045076	0.48202	ACTR6
ENSG00000166153	12	100597447	100660857	157	20	46350	0.18471	0.42673	DEPDC4
ENSG00000136021	12	100660918	100735502	135	14	46350	-0.6716	0.74908	SCYL2
ENSG00000179520	12	100750857	100815837	190	29	46350	1.406	0.079857	SLC17A8
ENSG00000012504	12	100867486	100958191	193	26	46350	0.098136	0.46091	NR1H4
ENSG00000139354	12	100967461	101022064	149	17	46350	0.33757	0.36784	GAS2L3
ENSG00000151572	12	101111304	101522419	1441	90	46350	2.6078	0.0045566	ANO4
ENSG00000256870	12	101549271	101604185	149	17	46350	-0.21937	0.58682	SLC5A8
ENSG00000120800	12	101673887	101780394	288	21	46350	0.89009	0.18671	UTP20
ENSG00000120805	12	101786898	101801598	40	12	46350	1.503	0.066418	ARL1
ENSG00000166211	12	101869199	101880775	44	11	46350	-0.1559	0.56195	SPIC
ENSG00000196091	12	101962131	102079796	493	44	46350	0.13049	0.44809	MYBPC1
ENSG00000111666	12	102090725	102137918	132	20	46350	1.0924	0.13733	CHPT1
ENSG00000139351	12	102122426	102133250	19	6	46350	1.4605	0.072071	SYCP3
ENSG00000111670	12	102139275	102224716	235	24	46350	0.69917	0.24222	GNPTAB
ENSG00000136048	12	102271129	102405908	595	51	46350	0.94843	0.17145	DRAM1
ENSG00000120860	12	102406705	102455927	116	16	46350	-0.99261	0.83955	CCDC53
ENSG00000075188	12	102467967	102513902	110	16	46350	-0.99664	0.84053	NUP37
ENSG00000185480	12	102513956	102591298	165	15	46350	-0.34117	0.63351	PARPBP
ENSG00000017427	12	102789645	102874423	163	22	46350	0.67658	0.24934	IGF1
ENSG00000171759	12	103230663	103352188	458	27	46350	1.2366	0.10811	PAH
ENSG00000139352	12	103351464	103354294	8	4	46350	-0.6342	0.73702	ASCL1
ENSG00000257860	12	103545620	103562087	62	13	46350	0.85248	0.19697	RP11-552I14.1
ENSG00000179088	12	103631369	103889749	679	32	46350	0.17816	0.4293	C12orf42
ENSG00000136011	12	103981051	104160505	711	77	46350	0.53624	0.2959	STAB2
ENSG00000111696	12	104164231	104234975	370	21	46350	0.5086	0.30552	NT5DC3
ENSG00000257327	12	104235229	104238442	18	7	46350	0.22497	0.411	RP11-650K20.3
ENSG00000166598	12	104323885	104347423	122	22	46350	0.07361	0.47066	HSP90B1
ENSG00000204954	12	104343980	104359486	90	17	46350	-0.24971	0.59859	C12orf73
ENSG00000139372	12	104359582	104382652	116	19	46350	-0.67177	0.74913	TDG
ENSG00000120820	12	104382762	104457961	261	30	46350	-0.57293	0.71665	GLT8D2
ENSG00000111727	12	104458235	104498639	112	17	46350	-0.63406	0.73698	HCFC2
ENSG00000120837	12	104510855	104532067	45	10	46350	-0.39524	0.65367	NFYB
ENSG00000198431	12	104609557	104744061	527	30	46350	-1.1121	0.86695	TXNRD1
ENSG00000255150	12	104697517	104698980	3	2	46350	-0.96544	0.83284	EID3
ENSG00000171310	12	104849073	105155792	1130	110	46350	-0.57752	0.7182	CHST11
ENSG00000136052	12	105196331	105352522	497	25	46350	0.10831	0.45687	SLC41A2
ENSG00000151131	12	105380088	105443515	275	15	46350	0.1394	0.44457	C12orf45
ENSG00000136010	12	105413568	105478355	316	25	46350	1.2464	0.10631	ALDH1L2
ENSG00000136051	12	105501102	105562912	187	19	46350	0.67571	0.24961	KIAA1033
ENSG00000136044	12	105567074	105630016	242	23	46350	0.49358	0.3108	APPL2
ENSG00000235162	12	105629068	105789875	653	39	46350	0.44978	0.32643	C12orf75
ENSG00000074590	12	106457118	106533811	228	37	46350	-1.492	0.93215	NUAK1
ENSG00000136026	12	106631655	106698057	200	42	46350	0.33351	0.36938	CKAP4
ENSG00000166046	12	106695707	106740793	131	17	46350	0.082962	0.46694	TCP11L2
ENSG00000013503	12	106751436	106903976	437	22	46350	-0.54762	0.70802	POLR3B
ENSG00000257545	12	106889736	107168696	702	51	46350	-1.5361	0.93775	RP11-144F15.1
ENSG00000111783	12	106976685	107156581	417	26	46350	-1.1462	0.87413	RFX4
ENSG00000111785	12	107168373	107283090	193	24	46350	-1.3867	0.91723	RIC8B
ENSG00000151135	12	107349497	107372556	61	12	46350	-1.5518	0.93964	C12orf23
ENSG00000120832	12	107371069	107380944	25	8	46350	-1.6251	0.94793	MTERFD3
ENSG00000008405	12	107385142	107487607	278	16	46350	-1.6083	0.94611	CRY1
ENSG00000151136	12	107712190	108053419	1030	69	46350	1.1416	0.12682	BTBD11
ENSG00000136045	12	108079509	108106944	86	13	46350	0.61965	0.26774	PWP1
ENSG00000110851	12	108126643	108155049	85	8	46350	0.37278	0.35466	PRDM4
ENSG00000187855	12	108168162	108170421	5	3	46350	1.0241	0.15289	ASCL4
ENSG00000075035	12	108523248	108644314	362	29	46350	-0.22576	0.5893	WSCD2
ENSG00000174600	12	108681821	108733118	189	36	46350	-0.76083	0.77662	CMKLR1
ENSG00000198855	12	108908962	108919614	20	6	46350	-1.1267	0.87007	FICD
ENSG00000075856	12	108916357	108955176	153	13	46350	-0.49404	0.68936	SART3
ENSG00000136003	12	108956358	108963160	22	5	46350	-0.76635	0.77827	ISCU
ENSG00000183160	12	108983622	108992096	29	9	46350	-0.80795	0.79044	TMEM119
ENSG00000110876	12	109015686	109027735	37	12	46350	-0.80976	0.79096	SELPLG
ENSG00000110880	12	109038885	109125372	209	21	46350	1.1094	0.13363	CORO1C
ENSG00000084112	12	109176466	109251366	137	23	46350	1.4791	0.069559	SSH1
ENSG00000110887	12	109252708	109294819	141	24	46350	-0.87753	0.8099	DAO
ENSG00000166111	12	109304658	109459045	339	30	46350	-0.32728	0.62827	SVOP
ENSG00000135093	12	109460894	109525831	110	16	46350	-0.48044	0.68454	USP30
ENSG00000189046	12	109525996	109531436	17	7	46350	-0.63816	0.73831	ALKBH2
ENSG00000076248	12	109535379	109548797	28	10	46350	0.016835	0.49328	UNG
ENSG00000076555	12	109554400	109706031	574	42	46350	-0.8541	0.80347	ACACB
ENSG00000139445	12	109715784	109747025	76	12	46350	0.10079	0.45986	FOXN4
ENSG00000174527	12	109785708	109893328	572	24	46350	0.10236	0.45924	MYO1H
ENSG00000110906	12	109886461	109915349	128	10	46350	-0.11286	0.54493	KCTD10
ENSG00000151148	12	109915207	109974507	155	17	46350	0.074264	0.4704	UBE3B
ENSG00000139428	12	109991542	110011679	82	11	46350	-0.072118	0.52875	MMAB
ENSG00000110921	12	110011060	110035067	74	13	46350	0.21152	0.41624	MVK
ENSG00000139438	12	110152033	110208312	156	24	46350	1.664	0.048055	FAM222A
ENSG00000111199	12	110220890	110271212	174	27	46350	1.2169	0.11181	TRPV4
ENSG00000139433	12	110288748	110318293	100	14	46350	0.99771	0.15921	GLTP
ENSG00000139437	12	110338069	110421646	205	20	46350	2.4042	0.0081036	TCHP
ENSG00000139436	12	110367607	110434194	153	19	46350	2.5274	0.0057454	GIT2
ENSG00000076513	12	110436991	110477568	86	16	46350	2.4657	0.0068379	ANKRD13A
ENSG00000174456	12	110465872	110511491	132	21	46350	2.1755	0.014797	C12orf76
ENSG00000122970	12	110562140	110656602	209	18	46350	-0.27067	0.60668	IFT81
ENSG00000174437	12	110718561	110788898	187	15	46350	-0.022282	0.50889	ATP2A2
ENSG00000196510	12	110810705	110841535	112	14	46350	0.23694	0.40635	ANAPC7
ENSG00000111229	12	110872630	110888227	51	9	46350	-0.066839	0.52665	ARPC3
ENSG00000111231	12	110890289	110907073	46	8	46350	0.16072	0.43616	GPN3
ENSG00000204856	12	110906169	110928190	65	10	46350	0.23277	0.40797	FAM216A
ENSG00000111237	12	110928902	110939922	24	6	46350	0.23297	0.40789	VPS29
ENSG00000151164	12	110939460	110969891	92	11	46350	0.40502	0.34273	RAD9B
ENSG00000196850	12	110969120	111021125	132	12	46350	0.066044	0.47367	PPTC7
ENSG00000204852	12	111051832	111087235	75	10	46350	-0.063993	0.52551	TCTN1
ENSG00000122986	12	111065646	111142755	179	16	46350	0.59283	0.27665	HVCN1
ENSG00000186298	12	111157485	111180744	61	10	46350	1.077	0.14073	PPP1CC
ENSG00000173093	12	111284573	111345339	229	27	46350	-1.6947	0.95493	CCDC63
ENSG00000111245	12	111348623	111358526	49	6	46350	-1.2413	0.89275	MYL2
ENSG00000111249	12	111471828	111788358	464	31	46350	-0.61546	0.73087	CUX2
ENSG00000198324	12	111798455	111806925	15	4	46350	0.44738	0.3273	FAM109A
ENSG00000111252	12	111843752	111889427	45	6	46350	0.90069	0.18388	SH2B3
ENSG00000204842	12	111890018	112037480	153	9	46350	0.78391	0.21655	ATXN2
ENSG00000089234	12	112079950	112123790	41	8	46350	1.0754	0.14109	BRAP
ENSG00000111271	12	112123857	112194903	84	7	46350	0.64035	0.26097	ACAD10
ENSG00000257767	12	112191694	112229222	34	5	46350	0.90539	0.18263	RP11-162P23.2
ENSG00000111275	12	112204691	112247782	48	7	46350	1.1622	0.12257	ALDH2
ENSG00000089022	12	112279782	112334343	125	4	46350	1.1761	0.11977	MAPKAPK5
ENSG00000198270	12	112369086	112450970	161	7	46350	0.78458	0.21635	TMEM116
ENSG00000089248	12	112451120	112461255	15	5	46350	0.61016	0.27088	ERP29
ENSG00000111300	12	112464500	112546826	95	13	46350	0.14121	0.44385	NAA25
ENSG00000135148	12	112563305	112591407	27	6	46350	0.21295	0.41568	TRAFD1
