GenomicLocus	region1	region2	FDR	type	DB	tissue/cell	inter/intra	SNPs	genes	ciMapFilt
45	8:142630000-142640000	8:142580000-142590000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs903959;rs28744600;rs36067019;rs12549680;rs11775333;rs7846428	NA	0
45	8:142630000-142640000	8:143220000-143230000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs903959;rs28744600;rs36067019;rs12549680;rs11775333;rs7846428	NA	0
45	8:142630000-142640000	8:143230000-143240000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs903959;rs28744600;rs36067019;rs12549680;rs11775333;rs7846428	NA	0
45	8:142630000-142640000	8:143320000-143330000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs903959;rs28744600;rs36067019;rs12549680;rs11775333;rs7846428	NA	0
45	8:142630000-142640000	8:143330000-143340000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs903959;rs28744600;rs36067019;rs12549680;rs11775333;rs7846428	NA	0
45	8:142630000-142640000	8:143340000-143350000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs903959;rs28744600;rs36067019;rs12549680;rs11775333;rs7846428	NA	0
45	8:142630000-142640000	8:143370000-143380000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs903959;rs28744600;rs36067019;rs12549680;rs11775333;rs7846428	NA	0
45	8:142640000-142650000	8:143060000-143070000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs2379268;rs35981568;rs75768058;rs11782215;rs9693779	NA	0
45	8:142640000-142650000	8:143310000-143320000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs2379268;rs35981568;rs75768058;rs11782215;rs9693779	NA	0
45	8:142650000-142660000	8:142630000-142640000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs11786084	NA	0
45	8:142650000-142660000	8:142760000-142770000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs11786084	NA	0
45	8:142650000-142660000	8:142810000-142820000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs11786084	NA	0
45	8:142650000-142660000	8:142820000-142830000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs11786084	NA	0
46	9:76170000-76180000	9:75880000-75890000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs78640976;rs113759311;rs275528;rs28729902	NA	0
50	10:65400000-65410000	10:64940000-64950000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs80158649	NA	0
50	10:65400000-65410000	10:64950000-64960000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs80158649	NA	0
50	10:65420000-65430000	10:64950000-64960000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs141319505	NA	0
55	11:128810000-128820000	11:128060000-128070000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs4609618	NA	0
55	11:128820000-128830000	11:128050000-128060000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs7938490	NA	0
56	11:131770000-131780000	11:132240000-132250000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs529507;rs533607	NA	0
56	11:131770000-131780000	11:132570000-132580000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs529507;rs533607	NA	0
57	12:28820000-28830000	12:28220000-28230000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs7955542	NA	0
59	12:113560000-113570000	12:112840000-112850000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs113003385	NA	0
59	12:113560000-113570000	12:113510000-113520000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs113003385	NA	0
59	12:113560000-113570000	12:113520000-113530000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs113003385	NA	0
59	12:113560000-113570000	12:113530000-113540000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs113003385	NA	0
66	17:43280000-43290000	17:43450000-43460000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs201228834;rs11870777;rs62066714;rs12603585;rs12603483	NA	0
66	17:43280000-43290000	17:43470000-43480000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs201228834;rs11870777;rs62066714;rs12603585;rs12603483	NA	0
66	17:43280000-43290000	17:43570000-43580000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs201228834;rs11870777;rs62066714;rs12603585;rs12603483	NA	0
66	17:43290000-43300000	17:43450000-43460000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs55706568;rs113819830	NA	0
66	17:43290000-43300000	17:43470000-43480000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs55706568;rs113819830	NA	0
66	17:43290000-43300000	17:43570000-43580000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs55706568;rs113819830	NA	0
66	17:43300000-43310000	17:43470000-43480000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs12449792	NA	0
66	17:43300000-43310000	17:44290000-44300000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs12449792	NA	0
66	17:43300000-43310000	17:44300000-44310000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs12449792	ENSG00000120071	1
66	17:43460000-43470000	17:43300000-43310000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs79724577	NA	0
66	17:43460000-43470000	17:43530000-43540000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs79724577	NA	0
66	17:43470000-43480000	17:43300000-43310000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62064597;rs62064598;rs2028078;rs56220387;rs55793500	NA	0
66	17:43480000-43490000	17:43500000-43510000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62064600;rs56236914;rs62064603;rs73984391;rs1808189;rs62064637;rs36078910;rs35389313;rs35327136;rs8071011;rs62064641;chr17:43489161	NA	0
66	17:43480000-43490000	17:43510000-43520000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62064600;rs56236914;rs62064603;rs73984391;rs1808189;rs62064637;rs36078910;rs35389313;rs35327136;rs8071011;rs62064641;chr17:43489161	ENSG00000159314	1
66	17:43490000-43500000	17:43000000-43010000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62064643;rs34063617;rs12940792;rs12947718;chr17:43493398;rs71373560;rs34915103;rs12942951;rs35884427;rs12952504m;rs12936645;rs34286926;rs56378631;rs12946723;rs12952764;rs35420583;rs34792542;rs35519908;rs12942666	NA	0
66	17:43490000-43500000	17:43120000-43130000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62064643;rs34063617;rs12940792;rs12947718;chr17:43493398;rs71373560;rs34915103;rs12942951;rs35884427;rs12952504m;rs12936645;rs34286926;rs56378631;rs12946723;rs12952764;rs35420583;rs34792542;rs35519908;rs12942666	ENSG00000136448	1
66	17:43490000-43500000	17:43530000-43540000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62064643;rs34063617;rs12940792;rs12947718;chr17:43493398;rs71373560;rs34915103;rs12942951;rs35884427;rs12952504m;rs12936645;rs34286926;rs56378631;rs12946723;rs12952764;rs35420583;rs34792542;rs35519908;rs12942666	NA	0
66	17:43500000-43510000	17:43000000-43010000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62064645;rs62064646;rs62064647;rs7222389;rs55648326;rs56212100;rs55914643m;rs55914643;rs55874939;rs62064649;rs35626715;rs62064651;rs76344126;rs7209501;rs199883901;rs12949256;rs7220206;rs7222444;rs12939187;rs34018943;rs34104358;rs62064652;rs62064653;rs56020833	NA	0
66	17:43500000-43510000	17:43120000-43130000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62064645;rs62064646;rs62064647;rs7222389;rs55648326;rs56212100;rs55914643m;rs55914643;rs55874939;rs62064649;rs35626715;rs62064651;rs76344126;rs7209501;rs199883901;rs12949256;rs7220206;rs7222444;rs12939187;rs34018943;rs34104358;rs62064652;rs62064653;rs56020833	ENSG00000136448	1
66	17:43500000-43510000	17:43530000-43540000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62064645;rs62064646;rs62064647;rs7222389;rs55648326;rs56212100;rs55914643m;rs55914643;rs55874939;rs62064649;rs35626715;rs62064651;rs76344126;rs7209501;rs199883901;rs12949256;rs7220206;rs7222444;rs12939187;rs34018943;rs34104358;rs62064652;rs62064653;rs56020833	NA	0
66	17:43510000-43520000	17:42990000-43000000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs55642947;rs34465449;rs12946900;rs56168933;rs55790407;rs11012;rs9730;rs62064654;rs62064655;rs34363898;rs36114997;rs35354512;rs17631303;chr17:43516739;rs62064657;rs35489312;rs34887474	ENSG00000131095	1
66	17:43510000-43520000	17:43150000-43160000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs55642947;rs34465449;rs12946900;rs56168933;rs55790407;rs11012;rs9730;rs62064654;rs62064655;rs34363898;rs36114997;rs35354512;rs17631303;chr17:43516739;rs62064657;rs35489312;rs34887474	NA	0
66	17:43520000-43530000	17:42780000-42790000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs2684641;rs141943637;rs370245477;rs62065376;rs117793085;rs62065378;chr17:43522775;rs55668920;rs113575082;rs71373572;rs67974075;rs62065379;rs62065380;rs112538459;rs2077606;rs1079434;rs1079432	ENSG00000161692	1
66	17:43520000-43530000	17:43240000-43250000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs2684641;rs141943637;rs370245477;rs62065376;rs117793085;rs62065378;chr17:43522775;rs55668920;rs113575082;rs71373572;rs67974075;rs62065379;rs62065380;rs112538459;rs2077606;rs1079434;rs1079432	NA	0
66	17:43520000-43530000	17:43360000-43370000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs2684641;rs141943637;rs370245477;rs62065376;rs117793085;rs62065378;chr17:43522775;rs55668920;rs113575082;rs71373572;rs67974075;rs62065379;rs62065380;rs112538459;rs2077606;rs1079434;rs1079432	NA	0
66	17:43520000-43530000	17:43560000-43570000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs2684641;rs141943637;rs370245477;rs62065376;rs117793085;rs62065378;chr17:43522775;rs55668920;rs113575082;rs71373572;rs67974075;rs62065379;rs62065380;rs112538459;rs2077606;rs1079434;rs1079432	ENSG00000225190	1
66	17:43530000-43540000	17:42900000-42910000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs112257723;rs374201867;rs2960000;rs62065385;rs55703888;rs56005713;rs56314414;rs368067814;rs111423688;rs62065389;rs142488006;rs145932064;rs71369809;rs117169618;rs148807263;rs77099723	ENSG00000182963	1
66	17:43530000-43540000	17:42910000-42920000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs112257723;rs374201867;rs2960000;rs62065385;rs55703888;rs56005713;rs56314414;rs368067814;rs111423688;rs62065389;rs142488006;rs145932064;rs71369809;rs117169618;rs148807263;rs77099723	NA	0
66	17:43530000-43540000	17:43500000-43510000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs112257723;rs374201867;rs2960000;rs62065385;rs55703888;rs56005713;rs56314414;rs368067814;rs111423688;rs62065389;rs142488006;rs145932064;rs71369809;rs117169618;rs148807263;rs77099723	NA	0
66	17:43530000-43540000	17:43700000-43710000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs112257723;rs374201867;rs2960000;rs62065385;rs55703888;rs56005713;rs56314414;rs368067814;rs111423688;rs62065389;rs142488006;rs145932064;rs71369809;rs117169618;rs148807263;rs77099723	NA	0
66	17:43530000-43540000	17:43810000-43820000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs112257723;rs374201867;rs2960000;rs62065385;rs55703888;rs56005713;rs56314414;rs368067814;rs111423688;rs62065389;rs142488006;rs145932064;rs71369809;rs117169618;rs148807263;rs77099723	NA	0
66	17:43530000-43540000	17:43820000-43830000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs112257723;rs374201867;rs2960000;rs62065385;rs55703888;rs56005713;rs56314414;rs368067814;rs111423688;rs62065389;rs142488006;rs145932064;rs71369809;rs117169618;rs148807263;rs77099723	NA	0
66	17:43530000-43540000	17:43950000-43960000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs112257723;rs374201867;rs2960000;rs62065385;rs55703888;rs56005713;rs56314414;rs368067814;rs111423688;rs62065389;rs142488006;rs145932064;rs71369809;rs117169618;rs148807263;rs77099723	NA	0
66	17:43530000-43540000	17:44230000-44240000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs112257723;rs374201867;rs2960000;rs62065385;rs55703888;rs56005713;rs56314414;rs368067814;rs111423688;rs62065389;rs142488006;rs145932064;rs71369809;rs117169618;rs148807263;rs77099723	NA	0
66	17:43540000-43550000	17:43950000-43960000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62065394;rs148269941;rs145328646;rs2139890;rs3946526;rs145553563;rs77319632;rs62065396;rs56227760;rs55663797;rs1879581;rs62065399;rs55930887;rs55671319;rs55652155;rs17631676;rs149366495	NA	0
66	17:43550000-43560000	17:43220000-43230000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs2090847;rs55746869;rs12950965;rs56015792;rs62065403;rs77132763;rs62065404;rs71238846;rs147243132;rs71227520;rs12452273;rs67051615;rs370357825;rs56192752;rs62065436;rs55925547;rs56159231;rs55643511;chr17:43557054m;rs62065437;chr17:43557856m;rs62065438	ENSG00000186834	1
66	17:43550000-43560000	17:43920000-43930000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs2090847;rs55746869;rs12950965;rs56015792;rs62065403;rs77132763;rs62065404;rs71238846;rs147243132;rs71227520;rs12452273;rs67051615;rs370357825;rs56192752;rs62065436;rs55925547;rs56159231;rs55643511;chr17:43557054m;rs62065437;chr17:43557856m;rs62065438	ENSG00000185294	1
66	17:43550000-43560000	17:43950000-43960000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs2090847;rs55746869;rs12950965;rs56015792;rs62065403;rs77132763;rs62065404;rs71238846;rs147243132;rs71227520;rs12452273;rs67051615;rs370357825;rs56192752;rs62065436;rs55925547;rs56159231;rs55643511;chr17:43557054m;rs62065437;chr17:43557856m;rs62065438	NA	0
66	17:43550000-43560000	17:44050000-44060000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs2090847;rs55746869;rs12950965;rs56015792;rs62065403;rs77132763;rs62065404;rs71238846;rs147243132;rs71227520;rs12452273;rs67051615;rs370357825;rs56192752;rs62065436;rs55925547;rs56159231;rs55643511;chr17:43557054m;rs62065437;chr17:43557856m;rs62065438	NA	0
66	17:43560000-43570000	17:42990000-43000000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62065441;rs112275793;rs112995489;rs111960572;rs62065442;rs144733372;rs148532951;rs62065444;rs62065445;rs117416586;rs1879585;rs1879586;chr17:43568278;chr17:43568280m;rs111392251;rs67553647;rs62065447;rs113322852;rs147866440;rs146746174	ENSG00000131095	1
66	17:43560000-43570000	17:43060000-43070000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62065441;rs112275793;rs112995489;rs111960572;rs62065442;rs144733372;rs148532951;rs62065444;rs62065445;rs117416586;rs1879585;rs1879586;chr17:43568278;chr17:43568280m;rs111392251;rs67553647;rs62065447;rs113322852;rs147866440;rs146746174	NA	0
66	17:43560000-43570000	17:43520000-43530000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62065441;rs112275793;rs112995489;rs111960572;rs62065442;rs144733372;rs148532951;rs62065444;rs62065445;rs117416586;rs1879585;rs1879586;chr17:43568278;chr17:43568280m;rs111392251;rs67553647;rs62065447;rs113322852;rs147866440;rs146746174	NA	0
66	17:43560000-43570000	17:43790000-43800000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62065441;rs112275793;rs112995489;rs111960572;rs62065442;rs144733372;rs148532951;rs62065444;rs62065445;rs117416586;rs1879585;rs1879586;chr17:43568278;chr17:43568280m;rs111392251;rs67553647;rs62065447;rs113322852;rs147866440;rs146746174	NA	0
66	17:43560000-43570000	17:44010000-44020000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62065441;rs112275793;rs112995489;rs111960572;rs62065442;rs144733372;rs148532951;rs62065444;rs62065445;rs117416586;rs1879585;rs1879586;chr17:43568278;chr17:43568280m;rs111392251;rs67553647;rs62065447;rs113322852;rs147866440;rs146746174	NA	0
66	17:43570000-43580000	17:43730000-43740000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62065450;rs1879582;rs1879583;rs56328224;rs5026246;rs62065452;rs2903705;rs62065453;rs188710438;rs117590192;rs189777036;rs377004743;rs62066460;chr17:43575452;rs112556326;rs200133133	NA	0
66	17:43570000-43580000	17:43890000-43900000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62065450;rs1879582;rs1879583;rs56328224;rs5026246;rs62065452;rs2903705;rs62065453;rs188710438;rs117590192;rs189777036;rs377004743;rs62066460;chr17:43575452;rs112556326;rs200133133	NA	0
66	17:43570000-43580000	17:43900000-43910000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62065450;rs1879582;rs1879583;rs56328224;rs5026246;rs62065452;rs2903705;rs62065453;rs188710438;rs117590192;rs189777036;rs377004743;rs62066460;chr17:43575452;rs112556326;rs200133133	NA	0
66	17:43650000-43660000	17:42990000-43000000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62064364;chr17:43656176;chr17:43656895;chr17:43657257;chr17:43657267;rs2693362;chr17:43657440;chr17:43658409;chr17:43658516;chr17:43658778;chr17:43659251;chr17:43659526;chr17:43659738;chr17:43659975	ENSG00000131095	1
66	17:43650000-43660000	17:44290000-44300000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62064364;chr17:43656176;chr17:43656895;chr17:43657257;chr17:43657267;rs2693362;chr17:43657440;chr17:43658409;chr17:43658516;chr17:43658778;chr17:43659251;chr17:43659526;chr17:43659738;chr17:43659975	NA	0
66	17:43650000-43660000	17:44320000-44330000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62064364;chr17:43656176;chr17:43656895;chr17:43657257;chr17:43657267;rs2693362;chr17:43657440;chr17:43658409;chr17:43658516;chr17:43658778;chr17:43659251;chr17:43659526;chr17:43659738;chr17:43659975	NA	0
66	17:43660000-43670000	17:42990000-43000000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	chr17:43660209;chr17:43661378;rs2693359;chr17:43661801;chr17:43661959;chr17:43662020;chr17:43663169;chr17:43663213;rs1724390;chr17:43663455;chr17:43663780;chr17:43663843;rs28428892;chr17:43664335;chr17:43664978;chr17:43665322;chr17:43665343;chr17:43665379;chr17:43665468;chr17:43665809;chr17:43665838;chr17:43665906;rs369572480;rs367637729;chr17:43666244;chr17:43666251;chr17:43666385;chr17:43666431;rs112010353;chr17:43666511;chr17:43666820;chr17:43666906;chr17:43667365;rs376183404;chr17:43667537;chr17:43667635;chr17:43667792;chr17:43667836;chr17:43667915;chr17:43667922;chr17:43667934;chr17:43668017;chr17:43668187;chr17:43668239;chr17:43668455;chr17:43668512;chr17:43668539m;chr17:43668815;chr17:43668850;chr17:43668852;chr17:43668853;chr17:43669049;chr17:43669250;rs112327620;chr17:43669704;rs369043198;chr17:43669879;chr17:43669923;chr17:43669931	ENSG00000131095	1
66	17:43660000-43670000	17:44290000-44300000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	chr17:43660209;chr17:43661378;rs2693359;chr17:43661801;chr17:43661959;chr17:43662020;chr17:43663169;chr17:43663213;rs1724390;chr17:43663455;chr17:43663780;chr17:43663843;rs28428892;chr17:43664335;chr17:43664978;chr17:43665322;chr17:43665343;chr17:43665379;chr17:43665468;chr17:43665809;chr17:43665838;chr17:43665906;rs369572480;rs367637729;chr17:43666244;chr17:43666251;chr17:43666385;chr17:43666431;rs112010353;chr17:43666511;chr17:43666820;chr17:43666906;chr17:43667365;rs376183404;chr17:43667537;chr17:43667635;chr17:43667792;chr17:43667836;chr17:43667915;chr17:43667922;chr17:43667934;chr17:43668017;chr17:43668187;chr17:43668239;chr17:43668455;chr17:43668512;chr17:43668539m;chr17:43668815;chr17:43668850;chr17:43668852;chr17:43668853;chr17:43669049;chr17:43669250;rs112327620;chr17:43669704;rs369043198;chr17:43669879;chr17:43669923;chr17:43669931	NA	0
66	17:43660000-43670000	17:44320000-44330000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	chr17:43660209;chr17:43661378;rs2693359;chr17:43661801;chr17:43661959;chr17:43662020;chr17:43663169;chr17:43663213;rs1724390;chr17:43663455;chr17:43663780;chr17:43663843;rs28428892;chr17:43664335;chr17:43664978;chr17:43665322;chr17:43665343;chr17:43665379;chr17:43665468;chr17:43665809;chr17:43665838;chr17:43665906;rs369572480;rs367637729;chr17:43666244;chr17:43666251;chr17:43666385;chr17:43666431;rs112010353;chr17:43666511;chr17:43666820;chr17:43666906;chr17:43667365;rs376183404;chr17:43667537;chr17:43667635;chr17:43667792;chr17:43667836;chr17:43667915;chr17:43667922;chr17:43667934;chr17:43668017;chr17:43668187;chr17:43668239;chr17:43668455;chr17:43668512;chr17:43668539m;chr17:43668815;chr17:43668850;chr17:43668852;chr17:43668853;chr17:43669049;chr17:43669250;rs112327620;chr17:43669704;rs369043198;chr17:43669879;chr17:43669923;chr17:43669931	NA	0
66	17:43670000-43680000	17:42910000-42920000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	chr17:43670018;chr17:43670073;rs144755808;chr17:43670536;chr17:43670696;chr17:43670754;chr17:43670940;chr17:43671066;chr17:43671099;chr17:43671174;chr17:43671235;rs140012394;rs145472926;chr17:43671737;chr17:43671739;rs376389482;chr17:43673792;rs374316043;chr17:43675462;chr17:43675489;chr17:43679121;chr17:43679132;chr17:43679193	NA	0
66	17:43670000-43680000	17:43700000-43710000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	chr17:43670018;chr17:43670073;rs144755808;chr17:43670536;chr17:43670696;chr17:43670754;chr17:43670940;chr17:43671066;chr17:43671099;chr17:43671174;chr17:43671235;rs140012394;rs145472926;chr17:43671737;chr17:43671739;rs376389482;chr17:43673792;rs374316043;chr17:43675462;chr17:43675489;chr17:43679121;chr17:43679132;chr17:43679193	NA	0
66	17:43670000-43680000	17:44290000-44300000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	chr17:43670018;chr17:43670073;rs144755808;chr17:43670536;chr17:43670696;chr17:43670754;chr17:43670940;chr17:43671066;chr17:43671099;chr17:43671174;chr17:43671235;rs140012394;rs145472926;chr17:43671737;chr17:43671739;rs376389482;chr17:43673792;rs374316043;chr17:43675462;chr17:43675489;chr17:43679121;chr17:43679132;chr17:43679193	NA	0
66	17:43670000-43680000	17:44300000-44310000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	chr17:43670018;chr17:43670073;rs144755808;chr17:43670536;chr17:43670696;chr17:43670754;chr17:43670940;chr17:43671066;chr17:43671099;chr17:43671174;chr17:43671235;rs140012394;rs145472926;chr17:43671737;chr17:43671739;rs376389482;chr17:43673792;rs374316043;chr17:43675462;chr17:43675489;chr17:43679121;chr17:43679132;chr17:43679193	ENSG00000120071	1
66	17:43670000-43680000	17:44320000-44330000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	chr17:43670018;chr17:43670073;rs144755808;chr17:43670536;chr17:43670696;chr17:43670754;chr17:43670940;chr17:43671066;chr17:43671099;chr17:43671174;chr17:43671235;rs140012394;rs145472926;chr17:43671737;chr17:43671739;rs376389482;chr17:43673792;rs374316043;chr17:43675462;chr17:43675489;chr17:43679121;chr17:43679132;chr17:43679193	NA	0
66	17:43680000-43690000	17:42820000-42830000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs369209138;chr17:43681149;chr17:43681222;chr17:43681304;chr17:43681316;rs113311910;chr17:43681771;chr17:43681796;chr17:43681824;chr17:43682010;chr17:43682098;chr17:43682323;rs451737;rs4528616;rs4471725;rs4485406;rs201658835;chr17:43684094;rs1635285;rs372301122;chr17:43684425;rs2906009;rs2906007;rs2906006;chr17:43685291;rs444967;rs430688;rs413519;rs385199;rs440778;rs2949997;chr17:43687181;rs391338;rs411305;rs378392;chr17:43688042;rs62066085;chr17:43688317;rs62066086;chr17:43688579;rs28795799;rs56340658;chr17:43689684	NA	0
66	17:43680000-43690000	17:42850000-42860000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs369209138;chr17:43681149;chr17:43681222;chr17:43681304;chr17:43681316;rs113311910;chr17:43681771;chr17:43681796;chr17:43681824;chr17:43682010;chr17:43682098;chr17:43682323;rs451737;rs4528616;rs4471725;rs4485406;rs201658835;chr17:43684094;rs1635285;rs372301122;chr17:43684425;rs2906009;rs2906007;rs2906006;chr17:43685291;rs444967;rs430688;rs413519;rs385199;rs440778;rs2949997;chr17:43687181;rs391338;rs411305;rs378392;chr17:43688042;rs62066085;chr17:43688317;rs62066086;chr17:43688579;rs28795799;rs56340658;chr17:43689684	NA	0
66	17:43680000-43690000	17:42900000-42910000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs369209138;chr17:43681149;chr17:43681222;chr17:43681304;chr17:43681316;rs113311910;chr17:43681771;chr17:43681796;chr17:43681824;chr17:43682010;chr17:43682098;chr17:43682323;rs451737;rs4528616;rs4471725;rs4485406;rs201658835;chr17:43684094;rs1635285;rs372301122;chr17:43684425;rs2906009;rs2906007;rs2906006;chr17:43685291;rs444967;rs430688;rs413519;rs385199;rs440778;rs2949997;chr17:43687181;rs391338;rs411305;rs378392;chr17:43688042;rs62066085;chr17:43688317;rs62066086;chr17:43688579;rs28795799;rs56340658;chr17:43689684	ENSG00000182963	1
66	17:43680000-43690000	17:42910000-42920000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs369209138;chr17:43681149;chr17:43681222;chr17:43681304;chr17:43681316;rs113311910;chr17:43681771;chr17:43681796;chr17:43681824;chr17:43682010;chr17:43682098;chr17:43682323;rs451737;rs4528616;rs4471725;rs4485406;rs201658835;chr17:43684094;rs1635285;rs372301122;chr17:43684425;rs2906009;rs2906007;rs2906006;chr17:43685291;rs444967;rs430688;rs413519;rs385199;rs440778;rs2949997;chr17:43687181;rs391338;rs411305;rs378392;chr17:43688042;rs62066085;chr17:43688317;rs62066086;chr17:43688579;rs28795799;rs56340658;chr17:43689684	NA	0
66	17:43680000-43690000	17:43700000-43710000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs369209138;chr17:43681149;chr17:43681222;chr17:43681304;chr17:43681316;rs113311910;chr17:43681771;chr17:43681796;chr17:43681824;chr17:43682010;chr17:43682098;chr17:43682323;rs451737;rs4528616;rs4471725;rs4485406;rs201658835;chr17:43684094;rs1635285;rs372301122;chr17:43684425;rs2906009;rs2906007;rs2906006;chr17:43685291;rs444967;rs430688;rs413519;rs385199;rs440778;rs2949997;chr17:43687181;rs391338;rs411305;rs378392;chr17:43688042;rs62066085;chr17:43688317;rs62066086;chr17:43688579;rs28795799;rs56340658;chr17:43689684	NA	0
