ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000189164	ZNF527	19	37861963	37883968	1	protein_coding	84503	ZNF527	4.1248836635378e-05	-0.474530547	7	9.063	0	NA	NA	NA	NA	No	NA	9.612e-07	rs139567174;rs138867053	69
ENSG00000196437	ZNF569	19	37902057	37960177	-1	protein_coding	148266	ZNF569	3.32583134908488e-05	-1.067259658	9	11.58	0	NA	NA	NA	NA	No	NA	9.612e-07	rs139567174;rs138867053	69
ENSG00000171827	ZNF570	19	37958487	37976260	1	protein_coding	148268	ZNF570	0.0012328637860006	-1.041617287	8	11.58	0	NA	NA	NA	NA	No	NA	9.612e-07	rs139567174;rs138867053	69
ENSG00000188227	ZNF793	19	37997841	38039664	1	protein_coding	390927	ZNF793	5.30990814631529e-06	2.142293077	7	11.58	9	3.65228e-05	0.00347334844821553	PsychENCODE_eQTLs	-	No	NA	9.612e-07	rs139567174;rs138867053	69
ENSG00000171817	ZNF540	19	38042308	38104998	1	protein_coding	163255	ZNF540	0.00697652985699623	-0.670630455	7	11.58	0	NA	NA	NA	NA	No	NA	9.612e-07	rs139567174;rs138867053	69
ENSG00000180479	ZNF571	19	38045684	38085673	-1	protein_coding	51276	ZNF571	2.82738476091202e-09	-0.734602095	6	11.58	0	NA	NA	NA	NA	No	NA	9.612e-07	rs139567174;rs138867053	69
ENSG00000120784	ZFP30	19	38104650	38183238	-1	protein_coding	22835	ZFP30	9.06361318152477e-08	0.40101063	6	6.582	0	NA	NA	NA	NA	No	NA	3.971e-05	rs139567174	69
ENSG00000196381	ZNF781	19	38158652	38183223	-1	protein_coding	163115	ZNF781	7.22160643082208e-06	-0.263306706	4	5.997	3	9.45236e-05	0.0080188643815296	PsychENCODE_eQTLs	-	No	NA	1.651e-05	rs139567174	69
ENSG00000267552	CTD-2528L19.4	19	38180766	38210089	-1	protein_coding	NA	NA	NA	NA	4	5.997	0	NA	NA	NA	NA	No	NA	0.0002591	rs139567174	69
ENSG00000198182	ZNF607	19	38187264	38210691	-1	protein_coding	84775	ZNF607	8.48062246875504e-08	0.349141417	4	5.997	0	NA	NA	NA	NA	No	NA	0.0002591	rs139567174	69
ENSG00000189144	ZNF573	19	38226734	38307940	-1	protein_coding	126231	ZNF573	9.43002239919919e-09	0.174970819	5	5.997	0	NA	NA	NA	NA	No	NA	0.0002591	rs139567174	69
ENSG00000171804	WDR87	19	38375463	38397317	-1	protein_coding	83889	WDR87	NA	-0.135219132	1	0.165	0	NA	NA	NA	NA	No	NA	0.0003758	rs139567174	69
ENSG00000105738	SIPA1L3	19	38397868	38699012	1	protein_coding	23094	SIPA1L3	0.999676985877316	-0.516623811	1	0.165	0	NA	NA	NA	NA	No	NA	0.0003758	rs139567174	69
ENSG00000088812	ATRN	20	3451687	3631769	1	protein_coding	8455	ATRN	0.999999975840269	0.554119671	7	11.04	0	NA	NA	NA	NA	No	NA	7.369e-06	rs597040	70
ENSG00000125861	GFRA4	20	3639939	3644046	-1	protein_coding	64096	GFRA4	0.00834571960566959	0.027120348	7	11.04	0	NA	NA	NA	NA	No	NA	7.369e-06	rs597040	70
ENSG00000149451	ADAM33	20	3648612	3662893	-1	protein_coding	80332	ADAM33	1.31263464951389e-11	0.9046105	7	11.04	0	NA	NA	NA	NA	No	NA	7.369e-06	rs597040	70
ENSG00000088827	SIGLEC1	20	3667617	3687775	-1	protein_coding	6614	SIGLEC1	1.62408118412598e-28	0.03546039	7	11.04	0	NA	NA	NA	NA	No	NA	7.369e-06	rs597040	70
ENSG00000132622	HSPA12B	20	3713314	3733758	1	protein_coding	116835	HSPA12B	0.0105082037359554	0.043251303	7	11.04	0	NA	NA	NA	NA	No	NA	7.369e-06	rs597040	70
ENSG00000101220	C20orf27	20	3734155	3749034	-1	protein_coding	54976	C20orf27	0.0270989162488399	-0.063991986	7	11.04	0	NA	NA	NA	NA	No	NA	7.369e-06	rs597040	70
ENSG00000101222	SPEF1	20	3758151	3762095	-1	protein_coding	25876	SPEF1	0.000189254509549096	-0.500463526	7	11.04	0	NA	NA	NA	NA	No	NA	7.369e-06	rs597040	70
ENSG00000125817	CENPB	20	3764498	3767337	-1	protein_coding	1059	CENPB	0.973451328276556	NA	6	11.04	0	NA	NA	NA	NA	No	NA	NA	rs597040	70
ENSG00000101224	CDC25B	20	3767578	3786762	1	protein_coding	994	CDC25B	0.590733232372986	0.196744353	6	11.04	0	NA	NA	NA	NA	No	NA	NA	rs597040	70
ENSG00000172264	MACROD2	20	13976015	16033842	1	protein_coding	140733	MACROD2	0.0113567470210345	3.34668599	106	20.4	0	NA	NA	NA	NA	No	NA	2.752e-08	rs735796;rs71190156;rs5840635	71
ENSG00000101343	CRNKL1	20	20015012	20036690	-1	protein_coding	51340	CRNKL1	0.881981246509602	-0.20621593	1	1.998	0	NA	NA	NA	NA	No	NA	NA	chr20:21117240	72
ENSG00000089101	C20orf26	20	20033158	20341346	1	protein_coding	26074	C20orf26	6.86648939566699e-10	NA	6	9.472	0	NA	NA	NA	NA	No	NA	NA	chr20:21117240	72
ENSG00000173404	INSM1	20	20348765	20351590	1	protein_coding	3642	INSM1	NA	-0.129608328	1	1.906	0	NA	NA	NA	NA	No	NA	NA	chr20:21117240	72
ENSG00000188559	RALGAPA2	20	20370196	20693131	-1	protein_coding	57186	RALGAPA2	8.48775696516084e-06	NA	8	14.46	0	NA	NA	NA	NA	No	NA	NA	chr20:21117240	72
ENSG00000088930	XRN2	20	21283942	21370463	1	protein_coding	22803	XRN2	0.813170185835591	-0.511318347	272	16.09	125	4.81061e-08	8.0636300609638e-06	PsychENCODE_eQTLs	-	No	NA	2.041e-09	chr20:21199826;chr20:21117240;rs6035820;rs11288900;rs2144782;rs11478463;rs910805;rs12625304;rs1409819;rs3761290;chr20:21313109;rs57080033;rs8182800	72
ENSG00000125816	NKX2-4	20	21376005	21378666	-1	protein_coding	644524	NKX2-4	0.278447692496314	-0.618232094	172	16.09	0	NA	NA	NA	NA	No	NA	4.265e-09	rs910805;rs1409819;chr20:21313109;rs3761290;rs6035820;rs12625304;chr20:21117240;rs62219597;rs57080033	72
ENSG00000125820	NKX2-2	20	21491648	21494664	-1	protein_coding	4821	NKX2-2	0.337334271714038	0.403260334	86	18.57	4	0.00026401	0.0194002859661631	PsychENCODE_eQTLs	-	No	NA	4.265e-09	rs910805;rs1409819;rs6035820;rs3761290;chr20:21117240;rs62219597;rs57080033;rs8182800	72
ENSG00000125813	PAX1	20	21686297	21696620	1	protein_coding	5075	PAX1	0.616084025991163	-0.448491715	3	0.694	0	NA	NA	NA	NA	No	NA	NA	chr20:21313109;chr20:21117240	72
ENSG00000054803	CBLN4	20	54572496	54580528	-1	protein_coding	140689	CBLN4	0.348291542584304	-1.581600322	0	0	4	9.82556e-06	0.00107409782460594	PsychENCODE_eQTLs	+	No	NA	5.043e-06	rs116977567;rs6127522	73
ENSG00000159216	RUNX1	21	36160098	37376965	-1	protein_coding	861	RUNX1	0.449323606506754	0.145299037	3	6.397	0	NA	NA	NA	NA	No	NA	2.364e-06	rs117757063;rs144911765;rs117148388	74
ENSG00000267812	FKSG68	21	37270353	37270727	-1	protein_coding	400949	FKSG49	NA	NA	2	1.561	0	NA	NA	NA	NA	No	NA	2.364e-06	rs144911765;rs117148388	74
ENSG00000268098	AP000688.1	21	37402368	37417818	1	protein_coding	NA	NA	NA	NA	1	1.561	0	NA	NA	NA	NA	No	NA	7.6e-06	rs117148388	74
