region2	reg_region	type	tissue/cell	genes
5:87760001-87800000	5:87798132-87798634	prom	E071	NA
5:87760001-87800000	5:87798132-87798634	prom	E072	NA
5:87760001-87800000	5:87798132-87798634	prom	E073	NA
5:87760001-87800000	5:87798132-87798634	prom	E074	NA
5:87760001-87800000	5:87798132-87798634	prom	E081	NA
5:87760001-87800000	5:87798132-87798634	prom	E082	NA
5:87760001-87800000	5:87798767-87798834	prom	E053	NA
5:87760001-87800000	5:87798767-87798834	prom	E054	NA
5:87760001-87800000	5:87798767-87798834	prom	E067	NA
5:87760001-87800000	5:87798767-87798834	prom	E068	NA
5:87760001-87800000	5:87798767-87798834	prom	E069	NA
5:87760001-87800000	5:87798767-87798834	prom	E070	NA
5:87760001-87800000	5:87798767-87798834	prom	E071	NA
5:87760001-87800000	5:87798767-87798834	prom	E072	NA
5:87760001-87800000	5:87798767-87798834	prom	E073	NA
5:87760001-87800000	5:87798767-87798834	prom	E074	NA
5:87760001-87800000	5:87798767-87798834	prom	E081	NA
5:87760001-87800000	5:87798767-87798834	prom	E082	NA
5:87760001-87800000	5:87798928-87799051	prom	E067	NA
5:87760001-87800000	5:87798928-87799051	prom	E068	NA
5:87760001-87800000	5:87798928-87799051	prom	E069	NA
5:87760001-87800000	5:87798928-87799051	prom	E070	NA
5:87760001-87800000	5:87798928-87799051	prom	E071	NA
5:87760001-87800000	5:87798928-87799051	prom	E072	NA
5:87760001-87800000	5:87798928-87799051	prom	E073	NA
5:87760001-87800000	5:87798928-87799051	prom	E074	NA
5:87760001-87800000	5:87798928-87799051	prom	E081	NA
5:87760001-87800000	5:87798928-87799051	prom	E082	NA
5:87760001-87800000	5:87799093-87799202	prom	E067	NA
5:87760001-87800000	5:87799093-87799202	prom	E068	NA
5:87760001-87800000	5:87799093-87799202	prom	E069	NA
5:87760001-87800000	5:87799093-87799202	prom	E071	NA
5:87760001-87800000	5:87799093-87799202	prom	E072	NA
5:87760001-87800000	5:87799093-87799202	prom	E073	NA
5:87760001-87800000	5:87799093-87799202	prom	E074	NA
5:87760001-87800000	5:87799093-87799202	prom	E082	NA
5:87760001-87800000	5:87799396-87799554	prom	E067	NA
5:87760001-87800000	5:87799396-87799554	prom	E068	NA
5:87760001-87800000	5:87799396-87799554	prom	E069	NA
5:87760001-87800000	5:87799396-87799554	prom	E071	NA
5:87760001-87800000	5:87799396-87799554	prom	E072	NA
5:87760001-87800000	5:87799396-87799554	prom	E073	NA
5:87920001-87960000	5:87951911-87952803	prom	E054	NA
5:87920001-87960000	5:87951911-87952803	prom	E067	NA
5:87920001-87960000	5:87951911-87952803	prom	E068	NA
5:87920001-87960000	5:87951911-87952803	prom	E069	NA
5:87920001-87960000	5:87951911-87952803	prom	E070	NA
5:87920001-87960000	5:87951911-87952803	prom	E071	NA
5:87920001-87960000	5:87951911-87952803	prom	E072	NA
5:87920001-87960000	5:87951911-87952803	prom	E073	NA
5:87920001-87960000	5:87951911-87952803	prom	E074	NA
5:87920001-87960000	5:87951911-87952803	prom	E081	NA
5:87920001-87960000	5:87951911-87952803	prom	E082	NA
5:87920001-87960000	5:87954776-87956281	prom	E053	NA
5:87920001-87960000	5:87954776-87956281	prom	E054	NA
5:87920001-87960000	5:87954776-87956281	prom	E067	NA
5:87920001-87960000	5:87954776-87956281	prom	E068	NA
5:87920001-87960000	5:87954776-87956281	prom	E069	NA
5:87920001-87960000	5:87954776-87956281	prom	E070	NA
5:87920001-87960000	5:87954776-87956281	prom	E071	NA
5:87920001-87960000	5:87954776-87956281	prom	E072	NA
5:87920001-87960000	5:87954776-87956281	prom	E073	NA
5:87920001-87960000	5:87954776-87956281	prom	E074	NA
5:87920001-87960000	5:87954776-87956281	prom	E081	NA
5:87920001-87960000	5:87954776-87956281	prom	E082	NA
5:87920001-87960000	5:87956287-87957685	prom	E053	NA
5:87920001-87960000	5:87956287-87957685	prom	E054	NA
5:87920001-87960000	5:87956287-87957685	prom	E067	NA
5:87920001-87960000	5:87956287-87957685	prom	E068	NA
5:87920001-87960000	5:87956287-87957685	prom	E069	NA
5:87920001-87960000	5:87956287-87957685	prom	E070	NA
5:87920001-87960000	5:87956287-87957685	prom	E071	NA
5:87920001-87960000	5:87956287-87957685	prom	E072	NA
5:87920001-87960000	5:87956287-87957685	prom	E073	NA
5:87920001-87960000	5:87956287-87957685	prom	E074	NA
5:87920001-87960000	5:87956287-87957685	prom	E081	NA
5:87920001-87960000	5:87956287-87957685	prom	E082	NA
5:87960001-88000000	5:87960883-87961137	prom	E053	NA
5:87960001-88000000	5:87960883-87961137	prom	E054	NA
5:87960001-88000000	5:87960883-87961137	prom	E067	NA
5:87960001-88000000	5:87960883-87961137	prom	E068	NA
5:87960001-88000000	5:87960883-87961137	prom	E069	NA
5:87960001-88000000	5:87960883-87961137	prom	E071	NA
5:87960001-88000000	5:87960883-87961137	prom	E072	NA
5:87960001-88000000	5:87960883-87961137	prom	E073	NA
5:87960001-88000000	5:87960883-87961137	prom	E081	NA
5:87960001-88000000	5:87962436-87964050	prom	E053	NA
5:87960001-88000000	5:87962436-87964050	prom	E054	NA
5:87960001-88000000	5:87962436-87964050	prom	E067	NA
5:87960001-88000000	5:87962436-87964050	prom	E068	NA
5:87960001-88000000	5:87962436-87964050	prom	E069	NA
5:87960001-88000000	5:87962436-87964050	prom	E071	NA
5:87960001-88000000	5:87962436-87964050	prom	E072	NA
5:87960001-88000000	5:87962436-87964050	prom	E073	NA
5:87960001-88000000	5:87962436-87964050	prom	E074	NA
5:87960001-88000000	5:87962436-87964050	prom	E081	NA
5:87960001-88000000	5:87964273-87964403	prom	E053	NA
5:87960001-88000000	5:87964273-87964403	prom	E054	NA
5:87960001-88000000	5:87964273-87964403	prom	E067	NA
5:87960001-88000000	5:87964273-87964403	prom	E068	NA
5:87960001-88000000	5:87964273-87964403	prom	E069	NA
5:87960001-88000000	5:87964273-87964403	prom	E071	NA
5:87960001-88000000	5:87964273-87964403	prom	E072	NA
5:87960001-88000000	5:87964273-87964403	prom	E073	NA
5:87960001-88000000	5:87964273-87964403	prom	E074	NA
5:87960001-88000000	5:87964273-87964403	prom	E081	NA
5:87960001-88000000	5:87964273-87964403	prom	E082	NA
5:87960001-88000000	5:87964421-87964474	prom	E053	NA
5:87960001-88000000	5:87964421-87964474	prom	E054	NA
5:87960001-88000000	5:87964421-87964474	prom	E067	NA
5:87960001-88000000	5:87964421-87964474	prom	E068	NA
5:87960001-88000000	5:87964421-87964474	prom	E069	NA
5:87960001-88000000	5:87964421-87964474	prom	E070	NA
5:87960001-88000000	5:87964421-87964474	prom	E071	NA
5:87960001-88000000	5:87964421-87964474	prom	E072	NA
5:87960001-88000000	5:87964421-87964474	prom	E073	NA
5:87960001-88000000	5:87964421-87964474	prom	E074	NA
5:87960001-88000000	5:87964421-87964474	prom	E081	NA
5:87960001-88000000	5:87964421-87964474	prom	E082	NA
5:87960001-88000000	5:87964516-87964588	prom	E053	NA
5:87960001-88000000	5:87964516-87964588	prom	E054	NA
5:87960001-88000000	5:87964516-87964588	prom	E067	NA
5:87960001-88000000	5:87964516-87964588	prom	E068	NA
5:87960001-88000000	5:87964516-87964588	prom	E069	NA
5:87960001-88000000	5:87964516-87964588	prom	E070	NA
5:87960001-88000000	5:87964516-87964588	prom	E071	NA
5:87960001-88000000	5:87964516-87964588	prom	E072	NA
5:87960001-88000000	5:87964516-87964588	prom	E073	NA
5:87960001-88000000	5:87964516-87964588	prom	E074	NA
5:87960001-88000000	5:87964516-87964588	prom	E081	NA
5:87960001-88000000	5:87964516-87964588	prom	E082	NA
5:87960001-88000000	5:87964772-87964890	prom	E053	NA
5:87960001-88000000	5:87964772-87964890	prom	E054	NA
5:87960001-88000000	5:87964772-87964890	prom	E067	NA
5:87960001-88000000	5:87964772-87964890	prom	E068	NA
5:87960001-88000000	5:87964772-87964890	prom	E069	NA
5:87960001-88000000	5:87964772-87964890	prom	E070	NA
5:87960001-88000000	5:87964772-87964890	prom	E071	NA
5:87960001-88000000	5:87964772-87964890	prom	E072	NA
5:87960001-88000000	5:87964772-87964890	prom	E073	NA
5:87960001-88000000	5:87964772-87964890	prom	E081	NA
5:87960001-88000000	5:87964772-87964890	prom	E082	NA
5:87960001-88000000	5:87965150-87965763	prom	E054	NA
5:87960001-88000000	5:87965150-87965763	prom	E067	NA
5:87960001-88000000	5:87965150-87965763	prom	E068	NA
5:87960001-88000000	5:87965150-87965763	prom	E069	NA
5:87960001-88000000	5:87965150-87965763	prom	E070	NA
5:87960001-88000000	5:87965150-87965763	prom	E071	NA
5:87960001-88000000	5:87965150-87965763	prom	E072	NA
5:87960001-88000000	5:87965150-87965763	prom	E073	NA
5:87960001-88000000	5:87965150-87965763	prom	E074	NA
5:87960001-88000000	5:87965150-87965763	prom	E081	NA
5:87960001-88000000	5:87965150-87965763	prom	E082	NA
5:87960001-88000000	5:87965808-87965884	prom	E054	NA
5:87960001-88000000	5:87965808-87965884	prom	E067	NA
5:87960001-88000000	5:87965808-87965884	prom	E068	NA
5:87960001-88000000	5:87965808-87965884	prom	E069	NA
5:87960001-88000000	5:87965808-87965884	prom	E072	NA
5:87960001-88000000	5:87965808-87965884	prom	E073	NA
5:87960001-88000000	5:87965808-87965884	prom	E074	NA
5:87960001-88000000	5:87965808-87965884	prom	E081	NA
5:87960001-88000000	5:87965808-87965884	prom	E082	NA
5:87960001-88000000	5:87965932-87966268	prom	E053	NA
5:87960001-88000000	5:87965932-87966268	prom	E054	NA
5:87960001-88000000	5:87965932-87966268	prom	E067	NA
5:87960001-88000000	5:87965932-87966268	prom	E068	NA
5:87960001-88000000	5:87965932-87966268	prom	E069	NA
5:87960001-88000000	5:87965932-87966268	prom	E072	NA
5:87960001-88000000	5:87965932-87966268	prom	E073	NA
5:87960001-88000000	5:87965932-87966268	prom	E074	NA
5:87960001-88000000	5:87965932-87966268	prom	E081	NA
5:87960001-88000000	5:87965932-87966268	prom	E082	NA
5:87960001-88000000	5:87966406-87966625	prom	E053	NA
5:87960001-88000000	5:87966406-87966625	prom	E067	NA
5:87960001-88000000	5:87966406-87966625	prom	E068	NA
5:87960001-88000000	5:87966406-87966625	prom	E069	NA
5:87960001-88000000	5:87966406-87966625	prom	E070	NA
5:87960001-88000000	5:87966406-87966625	prom	E071	NA
5:87960001-88000000	5:87966406-87966625	prom	E072	NA
5:87960001-88000000	5:87966406-87966625	prom	E073	NA
5:87960001-88000000	5:87966406-87966625	prom	E074	NA
5:87960001-88000000	5:87966406-87966625	prom	E081	NA
5:87960001-88000000	5:87966406-87966625	prom	E082	NA
5:87960001-88000000	5:87966683-87966939	prom	E053	NA
5:87960001-88000000	5:87966683-87966939	prom	E067	NA
5:87960001-88000000	5:87966683-87966939	prom	E068	NA
5:87960001-88000000	5:87966683-87966939	prom	E069	NA
5:87960001-88000000	5:87966683-87966939	prom	E070	NA
5:87960001-88000000	5:87966683-87966939	prom	E071	NA
5:87960001-88000000	5:87966683-87966939	prom	E072	NA
5:87960001-88000000	5:87966683-87966939	prom	E073	NA
5:87960001-88000000	5:87966683-87966939	prom	E074	NA
5:87960001-88000000	5:87966683-87966939	prom	E081	NA
5:87960001-88000000	5:87966683-87966939	prom	E082	NA
5:87960001-88000000	5:87966996-87968471	prom	E053	NA
5:87960001-88000000	5:87966996-87968471	prom	E054	NA
5:87960001-88000000	5:87966996-87968471	prom	E067	NA
5:87960001-88000000	5:87966996-87968471	prom	E068	NA
5:87960001-88000000	5:87966996-87968471	prom	E069	NA
5:87960001-88000000	5:87966996-87968471	prom	E070	NA
5:87960001-88000000	5:87966996-87968471	prom	E071	NA
5:87960001-88000000	5:87966996-87968471	prom	E072	NA
5:87960001-88000000	5:87966996-87968471	prom	E073	NA
5:87960001-88000000	5:87966996-87968471	prom	E074	NA
5:87960001-88000000	5:87966996-87968471	prom	E081	NA
5:87960001-88000000	5:87966996-87968471	prom	E082	NA
5:87960001-88000000	5:87968510-87972390	prom	E053	NA
5:87960001-88000000	5:87968510-87972390	prom	E054	NA
5:87960001-88000000	5:87968510-87972390	prom	E067	NA
5:87960001-88000000	5:87968510-87972390	prom	E068	NA
5:87960001-88000000	5:87968510-87972390	prom	E069	NA
5:87960001-88000000	5:87968510-87972390	prom	E070	NA
5:87960001-88000000	5:87968510-87972390	prom	E071	NA
5:87960001-88000000	5:87968510-87972390	prom	E072	NA
5:87960001-88000000	5:87968510-87972390	prom	E073	NA
5:87960001-88000000	5:87968510-87972390	prom	E074	NA
5:87960001-88000000	5:87968510-87972390	prom	E081	NA
5:87960001-88000000	5:87968510-87972390	prom	E082	NA
5:87960001-88000000	5:87972438-87972707	prom	E053	NA
5:87960001-88000000	5:87972438-87972707	prom	E054	NA
5:87960001-88000000	5:87972438-87972707	prom	E067	NA
5:87960001-88000000	5:87972438-87972707	prom	E068	NA
5:87960001-88000000	5:87972438-87972707	prom	E069	NA
5:87960001-88000000	5:87972438-87972707	prom	E070	NA
5:87960001-88000000	5:87972438-87972707	prom	E071	NA
5:87960001-88000000	5:87972438-87972707	prom	E072	NA
5:87960001-88000000	5:87972438-87972707	prom	E073	NA
5:87960001-88000000	5:87972438-87972707	prom	E074	NA
5:87960001-88000000	5:87972438-87972707	prom	E081	NA
5:87960001-88000000	5:87972438-87972707	prom	E082	NA
5:87960001-88000000	5:87972779-87973292	prom	E053	NA
5:87960001-88000000	5:87972779-87973292	prom	E054	NA
5:87960001-88000000	5:87972779-87973292	prom	E067	NA
5:87960001-88000000	5:87972779-87973292	prom	E068	NA
5:87960001-88000000	5:87972779-87973292	prom	E069	NA
5:87960001-88000000	5:87972779-87973292	prom	E070	NA
5:87960001-88000000	5:87972779-87973292	prom	E071	NA
5:87960001-88000000	5:87972779-87973292	prom	E072	NA
5:87960001-88000000	5:87972779-87973292	prom	E073	NA
5:87960001-88000000	5:87972779-87973292	prom	E074	NA
5:87960001-88000000	5:87972779-87973292	prom	E081	NA
5:87960001-88000000	5:87972779-87973292	prom	E082	NA
5:87960001-88000000	5:87973331-87973648	prom	E053	NA
5:87960001-88000000	5:87973331-87973648	prom	E054	NA
5:87960001-88000000	5:87973331-87973648	prom	E067	NA
5:87960001-88000000	5:87973331-87973648	prom	E068	NA
5:87960001-88000000	5:87973331-87973648	prom	E069	NA
5:87960001-88000000	5:87973331-87973648	prom	E070	NA
5:87960001-88000000	5:87973331-87973648	prom	E072	NA
5:87960001-88000000	5:87973331-87973648	prom	E073	NA
5:87960001-88000000	5:87973331-87973648	prom	E074	NA
5:87960001-88000000	5:87973331-87973648	prom	E081	NA
5:87960001-88000000	5:87973331-87973648	prom	E082	NA
5:87960001-88000000	5:87973788-87974329	prom	E053	NA
5:87960001-88000000	5:87973788-87974329	prom	E054	NA
5:87960001-88000000	5:87973788-87974329	prom	E067	NA
5:87960001-88000000	5:87973788-87974329	prom	E068	NA
5:87960001-88000000	5:87973788-87974329	prom	E069	NA
5:87960001-88000000	5:87973788-87974329	prom	E070	NA
5:87960001-88000000	5:87973788-87974329	prom	E071	NA
5:87960001-88000000	5:87973788-87974329	prom	E072	NA
5:87960001-88000000	5:87973788-87974329	prom	E073	NA
5:87960001-88000000	5:87973788-87974329	prom	E074	NA
5:87960001-88000000	5:87973788-87974329	prom	E081	NA
5:87960001-88000000	5:87973788-87974329	prom	E082	NA
5:87960001-88000000	5:87974339-87974615	prom	E053	NA
5:87960001-88000000	5:87974339-87974615	prom	E054	NA
5:87960001-88000000	5:87974339-87974615	prom	E067	NA
5:87960001-88000000	5:87974339-87974615	prom	E068	NA
5:87960001-88000000	5:87974339-87974615	prom	E069	NA
5:87960001-88000000	5:87974339-87974615	prom	E070	NA
5:87960001-88000000	5:87974339-87974615	prom	E071	NA
5:87960001-88000000	5:87974339-87974615	prom	E072	NA
5:87960001-88000000	5:87974339-87974615	prom	E073	NA
5:87960001-88000000	5:87974339-87974615	prom	E074	NA
5:87960001-88000000	5:87974339-87974615	prom	E081	NA
5:87960001-88000000	5:87974339-87974615	prom	E082	NA
5:87960001-88000000	5:87974630-87974756	prom	E053	NA
5:87960001-88000000	5:87974630-87974756	prom	E054	NA
5:87960001-88000000	5:87974630-87974756	prom	E067	NA
5:87960001-88000000	5:87974630-87974756	prom	E068	NA
5:87960001-88000000	5:87974630-87974756	prom	E069	NA
5:87960001-88000000	5:87974630-87974756	prom	E070	NA
5:87960001-88000000	5:87974630-87974756	prom	E071	NA
5:87960001-88000000	5:87974630-87974756	prom	E072	NA
5:87960001-88000000	5:87974630-87974756	prom	E073	NA
5:87960001-88000000	5:87974630-87974756	prom	E074	NA
5:87960001-88000000	5:87974630-87974756	prom	E081	NA
5:87960001-88000000	5:87974630-87974756	prom	E082	NA
5:87960001-88000000	5:87974765-87975232	prom	E053	NA
5:87960001-88000000	5:87974765-87975232	prom	E054	NA
5:87960001-88000000	5:87974765-87975232	prom	E067	NA
5:87960001-88000000	5:87974765-87975232	prom	E068	NA
5:87960001-88000000	5:87974765-87975232	prom	E069	NA
5:87960001-88000000	5:87974765-87975232	prom	E070	NA
5:87960001-88000000	5:87974765-87975232	prom	E071	NA
5:87960001-88000000	5:87974765-87975232	prom	E072	NA
5:87960001-88000000	5:87974765-87975232	prom	E073	NA
5:87960001-88000000	5:87974765-87975232	prom	E074	NA
5:87960001-88000000	5:87974765-87975232	prom	E081	NA
5:87960001-88000000	5:87974765-87975232	prom	E082	NA
5:87960001-88000000	5:87975956-87976936	prom	E053	NA
5:87960001-88000000	5:87975956-87976936	prom	E054	NA
5:87960001-88000000	5:87975956-87976936	prom	E067	NA
5:87960001-88000000	5:87975956-87976936	prom	E068	NA
5:87960001-88000000	5:87975956-87976936	prom	E069	NA
5:87960001-88000000	5:87975956-87976936	prom	E070	NA
5:87960001-88000000	5:87975956-87976936	prom	E071	NA
5:87960001-88000000	5:87975956-87976936	prom	E072	NA
5:87960001-88000000	5:87975956-87976936	prom	E073	NA
5:87960001-88000000	5:87975956-87976936	prom	E074	NA
5:87960001-88000000	5:87975956-87976936	prom	E081	NA
5:87960001-88000000	5:87975956-87976936	prom	E082	NA
5:87960001-88000000	5:87977111-87977685	prom	E053	NA
5:87960001-88000000	5:87977111-87977685	prom	E054	NA
5:87960001-88000000	5:87977111-87977685	prom	E067	NA
5:87960001-88000000	5:87977111-87977685	prom	E068	NA
5:87960001-88000000	5:87977111-87977685	prom	E069	NA
5:87960001-88000000	5:87977111-87977685	prom	E070	NA
5:87960001-88000000	5:87977111-87977685	prom	E071	NA
5:87960001-88000000	5:87977111-87977685	prom	E072	NA
5:87960001-88000000	5:87977111-87977685	prom	E073	NA
5:87960001-88000000	5:87977111-87977685	prom	E074	NA
5:87960001-88000000	5:87977111-87977685	prom	E081	NA
5:87960001-88000000	5:87977111-87977685	prom	E082	NA
5:87960001-88000000	5:87977727-87977796	prom	E053	NA
5:87960001-88000000	5:87977727-87977796	prom	E054	NA
5:87960001-88000000	5:87977727-87977796	prom	E067	NA
5:87960001-88000000	5:87977727-87977796	prom	E069	NA
5:87960001-88000000	5:87977727-87977796	prom	E070	NA
5:87960001-88000000	5:87977727-87977796	prom	E071	NA
5:87960001-88000000	5:87977727-87977796	prom	E072	NA
5:87960001-88000000	5:87977727-87977796	prom	E073	NA
5:87960001-88000000	5:87977727-87977796	prom	E081	NA
5:87960001-88000000	5:87977727-87977796	prom	E082	NA
5:87960001-88000000	5:87977807-87977944	prom	E053	NA
5:87960001-88000000	5:87977807-87977944	prom	E054	NA
5:87960001-88000000	5:87977807-87977944	prom	E067	NA
5:87960001-88000000	5:87977807-87977944	prom	E069	NA
5:87960001-88000000	5:87977807-87977944	prom	E070	NA
5:87960001-88000000	5:87977807-87977944	prom	E071	NA
5:87960001-88000000	5:87977807-87977944	prom	E072	NA
5:87960001-88000000	5:87977807-87977944	prom	E073	NA
5:87960001-88000000	5:87977807-87977944	prom	E081	NA
5:87960001-88000000	5:87977807-87977944	prom	E082	NA
5:87960001-88000000	5:87978125-87978313	prom	E053	NA
5:87960001-88000000	5:87978125-87978313	prom	E054	NA
5:87960001-88000000	5:87978125-87978313	prom	E067	NA
5:87960001-88000000	5:87978125-87978313	prom	E069	NA
5:87960001-88000000	5:87978125-87978313	prom	E070	NA
5:87960001-88000000	5:87978125-87978313	prom	E071	NA
5:87960001-88000000	5:87978125-87978313	prom	E072	NA
5:87960001-88000000	5:87978125-87978313	prom	E073	NA
5:87960001-88000000	5:87978125-87978313	prom	E081	NA
5:87960001-88000000	5:87978125-87978313	prom	E082	NA
5:87960001-88000000	5:87978452-87978504	prom	E053	NA
5:87960001-88000000	5:87978452-87978504	prom	E054	NA
5:87960001-88000000	5:87978452-87978504	prom	E067	NA
5:87960001-88000000	5:87978452-87978504	prom	E069	NA
5:87960001-88000000	5:87978452-87978504	prom	E070	NA
5:87960001-88000000	5:87978452-87978504	prom	E071	NA
5:87960001-88000000	5:87978452-87978504	prom	E072	NA
5:87960001-88000000	5:87978452-87978504	prom	E073	NA
5:87960001-88000000	5:87978452-87978504	prom	E081	NA
5:87960001-88000000	5:87978452-87978504	prom	E082	NA
5:87960001-88000000	5:87978696-87979311	prom	E053	NA
5:87960001-88000000	5:87978696-87979311	prom	E054	NA
5:87960001-88000000	5:87978696-87979311	prom	E067	NA
5:87960001-88000000	5:87978696-87979311	prom	E068	NA
5:87960001-88000000	5:87978696-87979311	prom	E069	NA
5:87960001-88000000	5:87978696-87979311	prom	E070	NA
5:87960001-88000000	5:87978696-87979311	prom	E071	NA
5:87960001-88000000	5:87978696-87979311	prom	E072	NA
5:87960001-88000000	5:87978696-87979311	prom	E073	NA
5:87960001-88000000	5:87978696-87979311	prom	E074	NA
5:87960001-88000000	5:87978696-87979311	prom	E081	NA
5:87960001-88000000	5:87978696-87979311	prom	E082	NA
5:87960001-88000000	5:87979949-87982867	prom	E053	NA
5:87960001-88000000	5:87979949-87982867	prom	E054	NA
5:87960001-88000000	5:87979949-87982867	prom	E067	NA
5:87960001-88000000	5:87979949-87982867	prom	E068	NA
5:87960001-88000000	5:87979949-87982867	prom	E069	NA
5:87960001-88000000	5:87979949-87982867	prom	E070	NA
5:87960001-88000000	5:87979949-87982867	prom	E071	NA
5:87960001-88000000	5:87979949-87982867	prom	E072	NA
5:87960001-88000000	5:87979949-87982867	prom	E073	NA
5:87960001-88000000	5:87979949-87982867	prom	E074	NA
5:87960001-88000000	5:87979949-87982867	prom	E081	NA
5:87960001-88000000	5:87979949-87982867	prom	E082	NA
5:87960001-88000000	5:87982970-87983129	prom	E053	NA
5:87960001-88000000	5:87982970-87983129	prom	E054	NA
5:87960001-88000000	5:87982970-87983129	prom	E069	NA
5:87960001-88000000	5:87982970-87983129	prom	E070	NA
5:87960001-88000000	5:87982970-87983129	prom	E071	NA
5:87960001-88000000	5:87982970-87983129	prom	E072	NA
5:87960001-88000000	5:87982970-87983129	prom	E081	NA
5:87960001-88000000	5:87982970-87983129	prom	E082	NA
5:87960001-88000000	5:87983183-87984118	prom	E053	NA
5:87960001-88000000	5:87983183-87984118	prom	E054	NA
5:87960001-88000000	5:87983183-87984118	prom	E069	NA
5:87960001-88000000	5:87983183-87984118	prom	E070	NA
5:87960001-88000000	5:87983183-87984118	prom	E071	NA
5:87960001-88000000	5:87983183-87984118	prom	E072	NA
5:87960001-88000000	5:87983183-87984118	prom	E081	NA
5:87960001-88000000	5:87983183-87984118	prom	E082	NA
5:87960001-88000000	5:87984133-87984468	prom	E053	NA
5:87960001-88000000	5:87984133-87984468	prom	E054	NA
5:87960001-88000000	5:87984133-87984468	prom	E069	NA
5:87960001-88000000	5:87984133-87984468	prom	E070	NA
5:87960001-88000000	5:87984133-87984468	prom	E071	NA
5:87960001-88000000	5:87984133-87984468	prom	E073	NA
5:87960001-88000000	5:87984133-87984468	prom	E081	NA
5:87960001-88000000	5:87984133-87984468	prom	E082	NA
5:92910000-92920000	5:92913754-92920551	prom	E053	ENSG00000175745
5:92910000-92920000	5:92913754-92920551	prom	E054	ENSG00000175745
5:92910000-92920000	5:92913754-92920551	prom	E067	ENSG00000175745
5:92910000-92920000	5:92913754-92920551	prom	E068	ENSG00000175745
5:92910000-92920000	5:92913754-92920551	prom	E069	ENSG00000175745
5:92910000-92920000	5:92913754-92920551	prom	E070	ENSG00000175745
5:92910000-92920000	5:92913754-92920551	prom	E071	ENSG00000175745
5:92910000-92920000	5:92913754-92920551	prom	E072	ENSG00000175745
5:92910000-92920000	5:92913754-92920551	prom	E073	ENSG00000175745
5:92910000-92920000	5:92913754-92920551	prom	E074	ENSG00000175745
5:92910000-92920000	5:92913754-92920551	prom	E081	ENSG00000175745
5:92910000-92920000	5:92913754-92920551	prom	E082	ENSG00000175745
6:12000000-12010000	6:12007795-12009973	prom	E053	ENSG00000095951
6:12000000-12010000	6:12007795-12009973	prom	E054	ENSG00000095951
6:12000000-12010000	6:12007795-12009973	prom	E067	ENSG00000095951
6:12000000-12010000	6:12007795-12009973	prom	E068	ENSG00000095951
6:12000000-12010000	6:12007795-12009973	prom	E069	ENSG00000095951
6:12000000-12010000	6:12007795-12009973	prom	E070	ENSG00000095951
6:12000000-12010000	6:12007795-12009973	prom	E071	ENSG00000095951
6:12000000-12010000	6:12007795-12009973	prom	E072	ENSG00000095951
6:12000000-12010000	6:12007795-12009973	prom	E073	ENSG00000095951
6:12000000-12010000	6:12007795-12009973	prom	E074	ENSG00000095951
6:12000000-12010000	6:12007795-12009973	prom	E081	ENSG00000095951
6:12000000-12010000	6:12007795-12009973	prom	E082	ENSG00000095951
6:12000000-12010000	6:12009981-12010047	prom	E053	NA
6:12000000-12010000	6:12009981-12010047	prom	E054	NA
6:12000000-12010000	6:12009981-12010047	prom	E067	NA
6:12000000-12010000	6:12009981-12010047	prom	E068	NA
6:12000000-12010000	6:12009981-12010047	prom	E069	NA
6:12000000-12010000	6:12009981-12010047	prom	E071	NA
6:12000000-12010000	6:12009981-12010047	prom	E072	NA
6:12000000-12010000	6:12009981-12010047	prom	E073	NA
6:12000000-12010000	6:12009981-12010047	prom	E074	NA
6:12000000-12010000	6:12009981-12010047	prom	E081	NA
6:12000000-12010000	6:12009981-12010047	prom	E082	NA
6:12010000-12020000	6:12009981-12010047	prom	E053	NA
6:12010000-12020000	6:12009981-12010047	prom	E054	NA
6:12010000-12020000	6:12009981-12010047	prom	E067	NA
6:12010000-12020000	6:12009981-12010047	prom	E068	NA
6:12010000-12020000	6:12009981-12010047	prom	E069	NA
6:12010000-12020000	6:12009981-12010047	prom	E071	NA
6:12010000-12020000	6:12009981-12010047	prom	E072	NA
6:12010000-12020000	6:12009981-12010047	prom	E073	NA
6:12010000-12020000	6:12009981-12010047	prom	E074	NA
6:12010000-12020000	6:12009981-12010047	prom	E081	NA
6:12010000-12020000	6:12009981-12010047	prom	E082	NA
6:12010000-12020000	6:12010048-12014007	prom	E053	NA
6:12010000-12020000	6:12010048-12014007	prom	E054	NA
6:12010000-12020000	6:12010048-12014007	prom	E067	NA
6:12010000-12020000	6:12010048-12014007	prom	E068	NA
6:12010000-12020000	6:12010048-12014007	prom	E069	NA
6:12010000-12020000	6:12010048-12014007	prom	E070	NA
6:12010000-12020000	6:12010048-12014007	prom	E071	NA
6:12010000-12020000	6:12010048-12014007	prom	E072	NA
6:12010000-12020000	6:12010048-12014007	prom	E073	NA
6:12010000-12020000	6:12010048-12014007	prom	E074	NA
6:12010000-12020000	6:12010048-12014007	prom	E081	NA
6:12010000-12020000	6:12010048-12014007	prom	E082	NA
6:16560001-16600000	6:16583424-16583636	prom	E067	NA
6:16560001-16600000	6:16583424-16583636	prom	E068	NA
6:16560001-16600000	6:16583424-16583636	prom	E069	NA
6:16560001-16600000	6:16583424-16583636	prom	E071	NA
6:16560001-16600000	6:16583424-16583636	prom	E072	NA
6:16560001-16600000	6:16583424-16583636	prom	E073	NA
